assembly_accession	reproductive_bacteraemia_category	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10
GCA_050476085.1	Bacteraemia	4.558167396026387	0.6648698252568784	0.9012699054220513	-2.2300294911169054	8.29885185017793	2.67147424195705	0.2636096885143507	4.515130432672549	2.752154425155942	2.3692887757423913
GCA_050480515.1	Bacteraemia	3.5069125032761423	2.257460575785052	9.714227520524588	-1.6527597725452052	-4.4576648737515105	-2.8792822331473054	0.6665155647787633	-0.08615603224867857	1.5411582071261332	-1.4602237201181947
GCA_050481105.1	Bacteraemia	3.5069125032761423	2.2574605757850525	9.714227520524588	-1.6527597725452052	-4.4576648737515105	-2.8792822331473062	0.6665155647787634	-0.08615603224867838	1.5411582071261352	-1.4602237201181958
GCA_050481115.1	Bacteraemia	3.5069125032761423	2.257460575785052	9.714227520524586	-1.6527597725452052	-4.4576648737515105	-2.8792822331473054	0.6665155647787633	-0.08615603224867835	1.5411582071261347	-1.4602237201181947
GCA_050481685.1	Bacteraemia	3.5069125032761423	2.257460575785052	9.714227520524588	-1.6527597725452055	-4.45766487375151	-2.8792822331473062	0.6665155647787634	-0.08615603224867835	1.5411582071261345	-1.4602237201181947
GCA_050481695.1	Bacteraemia	6.820081108336351	2.8208360371556958	-6.141305634896755	5.464730100146927	-0.19283535371861593	-3.4457354761992676	0.04133220445628823	-1.1325814652727073	0.27235506228025974	-0.5868823889938383
GCA_050482265.1	Bacteraemia	6.820081108336351	2.8208360371556958	-6.141305634896755	5.464730100146928	-0.19283535371861596	-3.445735476199268	0.041332204456288234	-1.1325814652727075	0.2723550622802598	-0.5868823889938383
GCA_050485045.1	Bacteraemia	6.820081108336351	2.8208360371556958	-6.141305634896755	5.4647301001469275	-0.19283535371861596	-3.4457354761992676	0.04133220445628823	-1.1325814652727075	0.2723550622802598	-0.5868823889938383
GCA_050485055.1	Bacteraemia	-9.028768011419722	1.2689269933279421	-0.11596122379851262	0.7973138880029186	0.5406603368726881	0.41651680018968845	-0.3714539072908527	1.5558570552960662	2.5564107841368284	-3.6805466692713633
GCA_050485625.1	Bacteraemia	6.820081108336351	2.8208360371556958	-6.141305634896755	5.4647301001469275	-0.19283535371861596	-3.4457354761992676	0.04133220445628823	-1.1325814652727075	0.2723550622802598	-0.5868823889938383
GCA_050485635.1	Bacteraemia	4.983608748333858	2.0602160250961687	-1.0058799600997788	0.839856085699917	0.7830604863939673	-0.5441741738634387	-0.7783333089100661	4.836469595594359	1.0805615580861092	-0.7054831058654385
GCA_050486705.1	Bacteraemia	3.422714899402018	2.185663055894464	9.359634731843293	-1.5863902070435563	-4.258536900325489	-2.739961286646843	0.6053994225775713	-0.07595796719741035	1.3291732474379234	-1.237578131477247
GCA_050486715.1	Bacteraemia	-9.110541209341067	1.2137654483222347	-0.11454742262526643	0.7581029136835228	0.5357931046061728	0.4499147682389553	-0.04131666812135009	2.0379698908486428	1.9613046016205982	-4.0343383553511805
GCA_050491675.1	Bacteraemia	-6.207032518311911	-0.4158041719161937	-1.2931398225933703	-0.10375677983332257	1.131485649851148	4.380645003799393	14.199058561305508	-4.673094917916875	1.856751443100857	1.5394453549272582
GCA_050491685.1	Bacteraemia	-6.20703251831191	-0.41580417191619384	-1.2931398225933672	-0.10375677983332171	1.1314856498511479	4.380645003799393	14.199058561305506	-4.673094917916874	1.8567514431008556	1.539445354927257
GCA_050492125.1	Bacteraemia	6.820081108336351	2.8208360371556958	-6.141305634896755	5.4647301001469275	-0.19283535371861596	-3.4457354761992676	0.04133220445628823	-1.1325814652727075	0.2723550622802598	-0.5868823889938382
GCA_050492135.1	Bacteraemia	6.820081108336351	2.8208360371556958	-6.141305634896755	5.4647301001469275	-0.19283535371861596	-3.4457354761992676	0.04133220445628823	-1.1325814652727075	0.2723550622802598	-0.5868823889938382
GCA_050505635.1	Bacteraemia	-9.24112993036639	1.3087678481578646	-0.12015935472007808	0.8291842539119092	0.5648095888194914	0.43674400607080843	-0.4071911218904003	1.7546491659137835	2.944000728634714	-4.309465955142584
GCA_050505645.1	Bacteraemia	-9.241129930366391	1.3087678481578648	-0.12015935472007748	0.8291842539119098	0.5648095888194918	0.43674400607080793	-0.40719112189040013	1.7546491659137848	2.944000728634714	-4.309465955142586
GCA_050506665.1	Bacteraemia	-9.028768011419722	1.268926993327942	-0.11596122379851177	0.7973138880029181	0.5406603368726882	0.4165168001896875	-0.3714539072908519	1.555857055296066	2.556410784136826	-3.6805466692713615
GCA_050506675.1	Bacteraemia	-9.028768011419722	1.268926993327942	-0.11596122379851177	0.7973138880029181	0.5406603368726882	0.4165168001896875	-0.3714539072908519	1.555857055296066	2.556410784136826	-3.6805466692713615
GCA_050506685.1	Bacteraemia	-10.542709904689694	0.2198273884310297	-1.363007830786428	1.2293208114129068	-0.11164737562764543	-0.8329139727548074	-2.4893676035176555	-0.5620918342673354	-1.438980687443949	1.7978708913802965
GCA_050506695.1	Bacteraemia	-10.542709904689694	0.2198273884310297	-1.363007830786428	1.2293208114129068	-0.11164737562764543	-0.8329139727548074	-2.4893676035176555	-0.5620918342673354	-1.438980687443949	1.7978708913802965
GCA_050506725.1	Bacteraemia	3.503219161237631	2.2542869286427587	9.698480517488086	-1.6498016653583607	-4.4487496337499115	-2.8730213721609617	0.66364430480506	-0.08566312909902259	1.5306957055652797	-1.44905126973597
GCA_050506735.1	Bacteraemia	3.503219161237631	2.2542869286427587	9.698480517488086	-1.6498016653583607	-4.4487496337499115	-2.8730213721609617	0.6636443048050601	-0.08566312909902235	1.5306957055652797	-1.4490512697359708
GCA_050506745.1	Bacteraemia	6.820081108336351	2.8208360371556958	-6.141305634896755	5.4647301001469275	-0.19283535371861596	-3.4457354761992676	0.04133220445628823	-1.1325814652727075	0.2723550622802598	-0.5868823889938382
GCA_050506755.1	Bacteraemia	6.820081108336351	2.8208360371556958	-6.141305634896755	5.4647301001469275	-0.19283535371861596	-3.4457354761992676	0.04133220445628823	-1.1325814652727075	0.2723550622802598	-0.5868823889938382
GCA_050506765.1	Bacteraemia	1.8853476734425094	1.1833512171941516	8.596447424460168	-1.258415992677138	-5.010657288124719	-3.9372652739195395	-1.3621519287339594	-2.1058721993248586	-2.411128057727458	3.7857733564483347
GCA_050506775.1	Bacteraemia	1.201985873243803	-1.7093510404461707	-0.9894992801514387	-0.5308430108474658	-1.2159744904976377	3.46904303584457	2.715245744148488	3.5903652970767665	0.4323592850318211	4.288785533414493
GCA_050506815.1	Bacteraemia	-10.542709904689694	0.2198273884310297	-1.363007830786428	1.2293208114129068	-0.11164737562764543	-0.8329139727548074	-2.4893676035176555	-0.5620918342673354	-1.438980687443949	1.7978708913802965
GCA_050506825.1	Bacteraemia	1.8853476734425092	1.1833512171941516	8.596447424460166	-1.2584159926771379	-5.01065728812472	-3.9372652739195377	-1.3621519287339596	-2.1058721993248586	-2.411128057727458	3.7857733564483347
GCA_050506865.1	Bacteraemia	-9.028768011419722	1.268926993327942	-0.11596122379851177	0.7973138880029181	0.5406603368726882	0.4165168001896875	-0.3714539072908519	1.555857055296066	2.556410784136826	-3.6805466692713615
GCA_050506875.1	Bacteraemia	2.321387854173224	-30.69660900496301	-0.5484059392447168	-1.1672953401002304	2.3103482237884214	-8.283230693480299	-2.170904330102475	-1.8476944131580868	-0.4983680429988518	-1.9405311177413676
GCA_050506885.1	Bacteraemia	4.287658256324297	-6.824591793416463	-3.251004621189773	3.3539977831701226	-1.3247159767567378	-0.3684050675258232	0.3968267906210789	2.6176321365539805	3.700762921078045	11.930258247284645
GCA_050506905.1	Bacteraemia	2.645117682646548	2.9874301920423183	-14.485688866041185	-25.81546575348458	-6.723414642956264	-2.818962931342397	-0.8970056398543499	-0.6644032779704214	0.7888933199060066	-0.27026377632668624
GCA_050506915.1	Bacteraemia	4.952470939342498	1.5111708023936992	3.336759189935125	-3.877984669052373	12.055725255476405	5.310005558538182	-3.1350588941999953	-4.923170829395612	-1.0575918713490953	-0.8857148375459051
GCA_050506925.1	Bacteraemia	4.952470939342498	1.5111708023936992	3.336759189935125	-3.877984669052373	12.055725255476405	5.310005558538182	-3.1350588941999953	-4.923170829395612	-1.0575918713490953	-0.8857148375459051
GCA_050506935.1	Bacteraemia	4.952470939342498	1.5111708023936992	3.336759189935125	-3.877984669052373	12.055725255476405	5.310005558538182	-3.1350588941999953	-4.923170829395612	-1.0575918713490953	-0.8857148375459051
GCA_050506985.1	Bacteraemia	4.952470939342498	1.5111708023936992	3.336759189935125	-3.877984669052373	12.055725255476405	5.310005558538182	-3.1350588941999953	-4.923170829395612	-1.0575918713490953	-0.8857148375459051
GCA_050506995.1	Bacteraemia	-10.542709904689694	0.2198273884310297	-1.363007830786428	1.2293208114129068	-0.11164737562764543	-0.8329139727548074	-2.4893676035176555	-0.5620918342673354	-1.438980687443949	1.7978708913802965
GCA_050507065.1	Bacteraemia	-10.542709904689694	0.2198273884310297	-1.363007830786428	1.2293208114129068	-0.11164737562764543	-0.8329139727548074	-2.4893676035176555	-0.5620918342673354	-1.438980687443949	1.7978708913802965
GCA_050507075.1	Bacteraemia	6.820081108336351	2.8208360371556958	-6.141305634896755	5.4647301001469275	-0.19283535371861596	-3.4457354761992676	0.04133220445628823	-1.1325814652727075	0.2723550622802598	-0.5868823889938382
GCA_050507105.1	Bacteraemia	6.820081108336351	2.8208360371556958	-6.141305634896755	5.4647301001469275	-0.19283535371861596	-3.4457354761992676	0.04133220445628823	-1.1325814652727075	0.2723550622802598	-0.5868823889938382
GCA_050516645.1	Bacteraemia	1.887167279594169	0.9161955863172645	7.3310205101318395	-1.1987501466959471	-3.6793331084837613	-2.920467602299789	-0.9335387469028946	-2.4986153167556533	-3.8698924889828143	4.326031182527632
GCA_050516655.1	Bacteraemia	1.887167279594169	0.9161955863172643	7.3310205101318395	-1.1987501466959458	-3.6793331084837595	-2.9204676022997877	-0.9335387469028958	-2.4986153167556515	-3.869892488982814	4.326031182527631
GCA_050516665.1	Bacteraemia	-10.542709904689694	0.2198273884310297	-1.363007830786428	1.2293208114129068	-0.11164737562764543	-0.8329139727548074	-2.4893676035176555	-0.5620918342673354	-1.438980687443949	1.7978708913802965
GCA_050516675.1	Bacteraemia	-10.384074094490742	0.3141384579632024	-1.2951980251496926	1.3518279624560372	-0.26026178246261067	-1.0580584500185812	-2.490750509638398	-0.7087157821554759	-1.3887417226770877	1.8785400081749655
GCF_049262565.1	Reproductive	3.6172308406030047	-1.0244652776724652	1.1293517300169853	-1.3547951269900789	5.851972341031263	2.455136878161804	-0.7046393449919208	8.82535565040554	1.482611704154637	2.224681482139568
GCF_053117575.1	Reproductive	-10.542709904689694	0.2198273884310297	-1.363007830786428	1.2293208114129068	-0.11164737562764543	-0.8329139727548074	-2.4893676035176555	-0.5620918342673354	-1.438980687443949	1.7978708913802965
GCF_053117585.1	Reproductive	-9.028768011419722	1.268926993327942	-0.11596122379851177	0.7973138880029181	0.5406603368726882	0.4165168001896875	-0.3714539072908519	1.555857055296066	2.556410784136826	-3.6805466692713615
GCF_053117655.1	Reproductive	-10.542709904689694	0.2198273884310297	-1.363007830786428	1.2293208114129068	-0.11164737562764543	-0.8329139727548074	-2.4893676035176555	-0.5620918342673354	-1.438980687443949	1.7978708913802965
GCF_053117665.1	Reproductive	3.4227148994020187	2.1856630558944636	9.359634731843293	-1.586390207043557	-4.258536900325489	-2.7399612866468424	0.6053994225775718	-0.07595796719741053	1.3291732474379228	-1.2375781314772476
GCF_053117675.1	Reproductive	-6.064394405171472	-0.40314646973142065	-1.2479600670280373	-0.09976880427394155	1.08310734223502	4.177761375970995	12.952875195221468	-4.143658937268381	1.6123023905656084	1.314780191462336
GCF_053117685.1	Reproductive	-10.542709904689694	0.2198273884310297	-1.363007830786428	1.2293208114129068	-0.11164737562764543	-0.8329139727548074	-2.4893676035176555	-0.5620918342673354	-1.438980687443949	1.7978708913802965
GCF_053117695.1	Reproductive	3.6231616041498134	-0.47441171309741675	-0.7138337766892131	0.9576679336202819	-0.005895385567799319	1.5993564254587564	2.913398720930779	7.454991206243861	-10.737433229596467	-5.413414872162513
GCF_053117705.1	Reproductive	-10.54270990468969	0.2198273884310344	-1.3630078307864266	1.2293208114129033	-0.11164737562764707	-0.8329139727548077	-2.4893676035176546	-0.5620918342673319	-1.438980687443947	1.7978708913802977
GCF_906464925.1	Reproductive	2.341971984362336	1.4812073194471922	0.9140802207714024	-1.9213111262930833	4.203049008322547	5.076969163046205	4.645497852779598	0.8314045247593843	-6.037687388979678	-1.396744920097628
