sample_id	canonical_gene	reference_accession	percent_identity	query_coverage	reference_coverage	alignment_length_aa	gaps	mismatches	query_length_aa	reference_length_aa	query_start	query_end	reference_start	reference_end	evalue	bitscore	qc_status	failure_code
GCF_053117675.1	gdh	WP_002355906.1	1.0	0.9980314960629921	1.0	507	0	0	508	507	1	507	1	507	0.0	1057	PASS	
GCF_053117685.1	gdh	WP_002355906.1	1.0	0.9980314960629921	1.0	507	0	0	508	507	1	507	1	507	0.0	1057	PASS	
GCF_053117695.1	gdh	WP_002355906.1	0.99803	0.9980314960629921	1.0	507	0	1	508	507	1	507	1	507	0.0	1056	PASS	
GCF_053117705.1	gdh	WP_002355906.1	1.0	0.9980314960629921	1.0	507	0	0	508	507	1	507	1	507	0.0	1057	PASS	
GCF_906464925.1	gdh	WP_002355906.1	1.0	0.9980314960629921	1.0	507	0	0	508	507	1	507	1	507	0.0	1057	PASS	
GCA_029011255.1	gyd	WP_002357093.1	1.0	0.9970059880239521	1.0	333	0	0	334	333	1	333	1	333	0.0	683	PASS	
GCA_029011395.1	gyd	WP_002357093.1	1.0	0.9970059880239521	1.0	333	0	0	334	333	1	333	1	333	0.0	683	PASS	
GCA_029011535.1	gyd	WP_002357093.1	1.0	0.9970059880239521	1.0	333	0	0	334	333	1	333	1	333	0.0	683	PASS	
GCA_029011745.1	gyd	WP_002357093.1	1.0	0.9970059880239521	1.0	333	0	0	334	333	1	333	1	333	0.0	683	PASS	
GCA_050469755.1	gyd	WP_002357093.1	1.0	0.9970059880239521	1.0	333	0	0	334	333	1	333	1	333	0.0	683	PASS	
GCA_050471105.1	gyd	WP_002357093.1	1.0	0.9970059880239521	1.0	333	0	0	334	333	1	333	1	333	0.0	683	PASS	
GCA_050472745.1	gyd	WP_002357093.1	1.0	0.9970059880239521	1.0	333	0	0	334	333	1	333	1	333	0.0	683	PASS	
GCA_050472755.1	gyd	WP_002357093.1	1.0	0.9970059880239521	1.0	333	0	0	334	333	1	333	1	333	0.0	683	PASS	
GCA_050473345.1	gyd	WP_002357093.1	1.0	0.9970059880239521	1.0	333	0	0	334	333	1	333	1	333	0.0	683	PASS	
GCA_050473355.1	gyd	WP_002357093.1	1.0	0.9970059880239521	1.0	333	0	0	334	333	1	333	1	333	0.0	683	PASS	
GCA_050473905.1	gyd	WP_002357093.1	1.0	0.9970059880239521	1.0	333	0	0	334	333	1	333	1	333	0.0	683	PASS	
GCA_050474485.1	gyd	WP_002357093.1	1.0	0.9970059880239521	1.0	333	0	0	334	333	1	333	1	333	0.0	683	PASS	
GCA_050474495.1	gyd	WP_002357093.1	1.0	0.9970059880239521	1.0	333	0	0	334	333	1	333	1	333	0.0	683	PASS	
GCA_050475565.1	gyd	WP_002357093.1	1.0	0.9970059880239521	1.0	333	0	0	334	333	1	333	1	333	0.0	683	PASS	
GCA_050475575.1	gyd	WP_002357093.1	1.0	0.9970059880239521	1.0	333	0	0	334	333	1	333	1	333	0.0	683	PASS	
GCA_050476085.1	gyd	WP_002357093.1	1.0	0.9970059880239521	1.0	333	0	0	334	333	1	333	1	333	0.0	683	PASS	
GCA_050480515.1	gyd	WP_002357093.1	1.0	0.9970059880239521	1.0	333	0	0	334	333	1	333	1	333	0.0	683	PASS	
GCA_050481105.1	gyd	WP_002357093.1	1.0	0.9970059880239521	1.0	333	0	0	334	333	1	333	1	333	0.0	683	PASS	
GCA_050481115.1	gyd	WP_002357093.1	1.0	0.9970059880239521	1.0	333	0	0	334	333	1	333	1	333	0.0	683	PASS	
GCA_050481685.1	gyd	WP_002357093.1	1.0	0.9970059880239521	1.0	333	0	0	334	333	1	333	1	333	0.0	683	PASS	
GCA_050481695.1	gyd	WP_002357093.1	1.0	0.9970059880239521	1.0	333	0	0	334	333	1	333	1	333	0.0	683	PASS	
GCA_050482265.1	gyd	WP_002357093.1	1.0	0.9970059880239521	1.0	333	0	0	334	333	1	333	1	333	0.0	683	PASS	
GCA_050485045.1	gyd	WP_002357093.1	1.0	0.9970059880239521	1.0	333	0	0	334	333	1	333	1	333	0.0	683	PASS	
GCA_050485055.1	gyd	WP_002357093.1	1.0	0.9970059880239521	1.0	333	0	0	334	333	1	333	1	333	0.0	683	PASS	
GCA_050485625.1	gyd	WP_002357093.1	1.0	0.9970059880239521	1.0	333	0	0	334	333	1	333	1	333	0.0	683	PASS	
GCA_050485635.1	gyd	WP_002357093.1	1.0	0.9970059880239521	1.0	333	0	0	334	333	1	333	1	333	0.0	683	PASS	
GCA_050486705.1	gyd	WP_002357093.1	1.0	0.9970059880239521	1.0	333	0	0	334	333	1	333	1	333	0.0	683	PASS	
GCA_050486715.1	gyd	WP_002357093.1	1.0	0.9970059880239521	1.0	333	0	0	334	333	1	333	1	333	0.0	683	PASS	
GCA_050491675.1	gyd	WP_002357093.1	1.0	0.9970059880239521	1.0	333	0	0	334	333	1	333	1	333	0.0	683	PASS	
GCA_050491685.1	gyd	WP_002357093.1	1.0	0.9970059880239521	1.0	333	0	0	334	333	1	333	1	333	0.0	683	PASS	
GCA_050492125.1	gyd	WP_002357093.1	1.0	0.9970059880239521	1.0	333	0	0	334	333	1	333	1	333	0.0	683	PASS	
GCA_050492135.1	gyd	WP_002357093.1	1.0	0.9970059880239521	1.0	333	0	0	334	333	1	333	1	333	0.0	683	PASS	
GCA_050505635.1	gyd	WP_002357093.1	1.0	0.9970059880239521	1.0	333	0	0	334	333	1	333	1	333	0.0	683	PASS	
GCA_050505645.1	gyd	WP_002357093.1	1.0	0.9970059880239521	1.0	333	0	0	334	333	1	333	1	333	0.0	683	PASS	
GCA_050506665.1	gyd	WP_002357093.1	1.0	0.9970059880239521	1.0	333	0	0	334	333	1	333	1	333	0.0	683	PASS	
GCA_050506675.1	gyd	WP_002357093.1	1.0	0.9970059880239521	1.0	333	0	0	334	333	1	333	1	333	0.0	683	PASS	
GCA_050506685.1	gyd	WP_002357093.1	1.0	0.9970059880239521	1.0	333	0	0	334	333	1	333	1	333	0.0	683	PASS	
GCA_050506695.1	gyd	WP_002357093.1	1.0	0.9970059880239521	1.0	333	0	0	334	333	1	333	1	333	0.0	683	PASS	
GCA_050506725.1	gyd	WP_002357093.1	1.0	0.9970059880239521	1.0	333	0	0	334	333	1	333	1	333	0.0	683	PASS	
GCA_050506735.1	gyd	WP_002357093.1	1.0	0.9970059880239521	1.0	333	0	0	334	333	1	333	1	333	0.0	683	PASS	
GCA_050506745.1	gyd	WP_002357093.1	1.0	0.9970059880239521	1.0	333	0	0	334	333	1	333	1	333	0.0	683	PASS	
GCA_050506755.1	gyd	WP_002357093.1	1.0	0.9970059880239521	1.0	333	0	0	334	333	1	333	1	333	0.0	683	PASS	
GCA_050506765.1	gyd	WP_002357093.1	1.0	0.9970059880239521	1.0	333	0	0	334	333	1	333	1	333	0.0	683	PASS	
GCA_050506775.1	gyd	WP_002357093.1	1.0	0.9970059880239521	1.0	333	0	0	334	333	1	333	1	333	0.0	683	PASS	
GCA_050506815.1	gyd	WP_002357093.1	1.0	0.9970059880239521	1.0	333	0	0	334	333	1	333	1	333	0.0	683	PASS	
GCA_050506825.1	gyd	WP_002357093.1	1.0	0.9970059880239521	1.0	333	0	0	334	333	1	333	1	333	0.0	683	PASS	
GCA_050506865.1	gyd	WP_002357093.1	1.0	0.9970059880239521	1.0	333	0	0	334	333	1	333	1	333	0.0	683	PASS	
GCA_050506875.1	gyd	WP_002357093.1	1.0	0.9970059880239521	1.0	333	0	0	334	333	1	333	1	333	0.0	683	PASS	
GCA_050506885.1	gyd	WP_002357093.1	1.0	0.9970059880239521	1.0	333	0	0	334	333	1	333	1	333	0.0	683	PASS	
GCA_050506905.1	gyd	WP_002357093.1	1.0	0.9970059880239521	1.0	333	0	0	334	333	1	333	1	333	0.0	683	PASS	
GCA_050506915.1	gyd	WP_002357093.1	1.0	0.9970059880239521	1.0	333	0	0	334	333	1	333	1	333	0.0	683	PASS	
GCA_050506925.1	gyd	WP_002357093.1	1.0	0.9970059880239521	1.0	333	0	0	334	333	1	333	1	333	0.0	683	PASS	
GCA_050506935.1	gyd	WP_002357093.1	1.0	0.9970059880239521	1.0	333	0	0	334	333	1	333	1	333	0.0	683	PASS	
GCA_050506985.1	gyd	WP_002357093.1	1.0	0.9970059880239521	1.0	333	0	0	334	333	1	333	1	333	0.0	683	PASS	
GCA_050506995.1	gyd	WP_002357093.1	1.0	0.9970059880239521	1.0	333	0	0	334	333	1	333	1	333	0.0	683	PASS	
GCA_050507065.1	gyd	WP_002357093.1	1.0	0.9970059880239521	1.0	333	0	0	334	333	1	333	1	333	0.0	683	PASS	
GCA_050507075.1	gyd	WP_002357093.1	1.0	0.9970059880239521	1.0	333	0	0	334	333	1	333	1	333	0.0	683	PASS	
GCA_050507105.1	gyd	WP_002357093.1	1.0	0.9970059880239521	1.0	333	0	0	334	333	1	333	1	333	0.0	683	PASS	
GCA_050516645.1	gyd	WP_002357093.1	1.0	0.9970059880239521	1.0	333	0	0	334	333	1	333	1	333	0.0	683	PASS	
GCA_050516655.1	gyd	WP_002357093.1	1.0	0.9970059880239521	1.0	333	0	0	334	333	1	333	1	333	0.0	683	PASS	
GCA_050516665.1	gyd	WP_002357093.1	1.0	0.9970059880239521	1.0	333	0	0	334	333	1	333	1	333	0.0	683	PASS	
GCA_050516675.1	gyd	WP_002357093.1	1.0	0.9970059880239521	1.0	333	0	0	334	333	1	333	1	333	0.0	683	PASS	
GCF_049262565.1	gyd	WP_002357093.1	1.0	0.9970059880239521	1.0	333	0	0	334	333	1	333	1	333	0.0	683	PASS	
GCF_053117575.1	gyd	WP_002357093.1	1.0	0.9970059880239521	1.0	333	0	0	334	333	1	333	1	333	0.0	683	PASS	
GCF_053117585.1	gyd	WP_002357093.1	1.0	0.9970059880239521	1.0	333	0	0	334	333	1	333	1	333	0.0	683	PASS	
GCF_053117655.1	gyd	WP_002357093.1	1.0	0.9970059880239521	1.0	333	0	0	334	333	1	333	1	333	0.0	683	PASS	
GCF_053117665.1	gyd	WP_002357093.1	1.0	0.9970059880239521	1.0	333	0	0	334	333	1	333	1	333	0.0	683	PASS	
GCF_053117675.1	gyd	WP_002357093.1	1.0	0.9970059880239521	1.0	333	0	0	334	333	1	333	1	333	0.0	683	PASS	
GCF_053117685.1	gyd	WP_002357093.1	1.0	0.9970059880239521	1.0	333	0	0	334	333	1	333	1	333	0.0	683	PASS	
GCF_053117695.1	gyd	WP_002357093.1	1.0	0.9970059880239521	1.0	333	0	0	334	333	1	333	1	333	0.0	683	PASS	
GCF_053117705.1	gyd	WP_002357093.1	1.0	0.9970059880239521	1.0	333	0	0	334	333	1	333	1	333	0.0	683	PASS	
GCF_906464925.1	gyd	WP_002357093.1	1.0	0.9970059880239521	1.0	333	0	0	334	333	1	333	1	333	0.0	683	PASS	
GCA_029011255.1	pstS	WP_002357425.1	0.9966200000000001	0.9966329966329966	1.0	296	0	1	297	296	1	296	1	296	0.0	598	PASS	
GCA_029011395.1	pstS	WP_002357425.1	0.9966200000000001	0.9966329966329966	1.0	296	0	1	297	296	1	296	1	296	0.0	597	PASS	
GCA_029011535.1	pstS	WP_002357425.1	1.0	0.9966329966329966	1.0	296	0	0	297	296	1	296	1	296	0.0	600	PASS	
GCA_029011745.1	pstS	WP_002357425.1	0.9966200000000001	0.9966329966329966	1.0	296	0	1	297	296	1	296	1	296	0.0	597	PASS	
GCA_050469755.1	pstS	WP_002357425.1	1.0	0.9966329966329966	1.0	296	0	0	297	296	1	296	1	296	0.0	600	PASS	
GCA_050471105.1	pstS	WP_002357425.1	0.9966200000000001	0.9966329966329966	1.0	296	0	1	297	296	1	296	1	296	0.0	598	PASS	
GCA_050472745.1	pstS	WP_002357425.1	1.0	0.9966329966329966	1.0	296	0	0	297	296	1	296	1	296	0.0	600	PASS	
GCA_050472755.1	pstS	WP_002357425.1	0.9966200000000001	0.9966329966329966	1.0	296	0	1	297	296	1	296	1	296	0.0	599	PASS	
GCA_050473345.1	pstS	WP_002357425.1	1.0	0.9966329966329966	1.0	296	0	0	297	296	1	296	1	296	0.0	600	PASS	
GCA_050473355.1	pstS	WP_002357425.1	1.0	0.9966329966329966	1.0	296	0	0	297	296	1	296	1	296	0.0	600	PASS	
GCA_050473905.1	pstS	WP_002357425.1	1.0	0.9966329966329966	1.0	296	0	0	297	296	1	296	1	296	0.0	600	PASS	
GCA_050474485.1	pstS	WP_002357425.1	1.0	0.9966329966329966	1.0	296	0	0	297	296	1	296	1	296	0.0	600	PASS	
GCA_050474495.1	pstS	WP_002357425.1	1.0	0.9966329966329966	1.0	296	0	0	297	296	1	296	1	296	0.0	600	PASS	
GCA_050475565.1	pstS	WP_002357425.1	0.99324	0.9966329966329966	1.0	296	0	2	297	296	1	296	1	296	0.0	596	PASS	
GCA_050475575.1	pstS	WP_002357425.1	1.0	0.9966329966329966	1.0	296	0	0	297	296	1	296	1	296	0.0	600	PASS	
GCA_050476085.1	pstS	WP_002357425.1	1.0	0.9966329966329966	1.0	296	0	0	297	296	1	296	1	296	0.0	600	PASS	
GCA_050480515.1	pstS	WP_002357425.1	0.9966200000000001	0.9966329966329966	1.0	296	0	1	297	296	1	296	1	296	0.0	598	PASS	
GCA_050481105.1	pstS	WP_002357425.1	0.9966200000000001	0.9966329966329966	1.0	296	0	1	297	296	1	296	1	296	0.0	598	PASS	
GCA_050481115.1	pstS	WP_002357425.1	0.9966200000000001	0.9966329966329966	1.0	296	0	1	297	296	1	296	1	296	0.0	598	PASS	
GCA_050481685.1	pstS	WP_002357425.1	0.9966200000000001	0.9966329966329966	1.0	296	0	1	297	296	1	296	1	296	0.0	598	PASS	
GCA_050481695.1	pstS	WP_002357425.1	1.0	0.9966329966329966	1.0	296	0	0	297	296	1	296	1	296	0.0	600	PASS	
GCA_050482265.1	pstS	WP_002357425.1	1.0	0.9966329966329966	1.0	296	0	0	297	296	1	296	1	296	0.0	600	PASS	
GCA_050485045.1	pstS	WP_002357425.1	1.0	0.9966329966329966	1.0	296	0	0	297	296	1	296	1	296	0.0	600	PASS	
GCA_050485055.1	pstS	WP_002357425.1	1.0	0.9966329966329966	1.0	296	0	0	297	296	1	296	1	296	0.0	600	PASS	
GCA_050485625.1	pstS	WP_002357425.1	1.0	0.9966329966329966	1.0	296	0	0	297	296	1	296	1	296	0.0	600	PASS	
GCA_050485635.1	pstS	WP_002357425.1	1.0	0.9966329966329966	1.0	296	0	0	297	296	1	296	1	296	0.0	600	PASS	
GCA_050486705.1	pstS	WP_002357425.1	0.9966200000000001	0.9966329966329966	1.0	296	0	1	297	296	1	296	1	296	0.0	598	PASS	
GCA_050486715.1	pstS	WP_002357425.1	1.0	0.9966329966329966	1.0	296	0	0	297	296	1	296	1	296	0.0	600	PASS	
GCA_050491675.1	pstS	WP_002357425.1	1.0	0.9966329966329966	1.0	296	0	0	297	296	1	296	1	296	0.0	600	PASS	
GCA_050491685.1	pstS	WP_002357425.1	1.0	0.9966329966329966	1.0	296	0	0	297	296	1	296	1	296	0.0	600	PASS	
GCA_050492125.1	pstS	WP_002357425.1	1.0	0.9966329966329966	1.0	296	0	0	297	296	1	296	1	296	0.0	600	PASS	
GCA_050492135.1	pstS	WP_002357425.1	1.0	0.9966329966329966	1.0	296	0	0	297	296	1	296	1	296	0.0	600	PASS	
GCA_050505635.1	pstS	WP_002357425.1	1.0	0.9966329966329966	1.0	296	0	0	297	296	1	296	1	296	0.0	600	PASS	
GCA_050505645.1	pstS	WP_002357425.1	1.0	0.9966329966329966	1.0	296	0	0	297	296	1	296	1	296	0.0	600	PASS	
GCA_050506665.1	pstS	WP_002357425.1	1.0	0.9966329966329966	1.0	296	0	0	297	296	1	296	1	296	0.0	600	PASS	
GCA_050506675.1	pstS	WP_002357425.1	1.0	0.9966329966329966	1.0	296	0	0	297	296	1	296	1	296	0.0	600	PASS	
GCA_050506685.1	pstS	WP_002357425.1	1.0	0.9966329966329966	1.0	296	0	0	297	296	1	296	1	296	0.0	600	PASS	
GCA_050506695.1	pstS	WP_002357425.1	1.0	0.9966329966329966	1.0	296	0	0	297	296	1	296	1	296	0.0	600	PASS	
GCA_050506725.1	pstS	WP_002357425.1	0.9966200000000001	0.9966329966329966	1.0	296	0	1	297	296	1	296	1	296	0.0	598	PASS	
GCA_050506735.1	pstS	WP_002357425.1	0.9966200000000001	0.9966329966329966	1.0	296	0	1	297	296	1	296	1	296	0.0	598	PASS	
GCA_050506745.1	pstS	WP_002357425.1	1.0	0.9966329966329966	1.0	296	0	0	297	296	1	296	1	296	0.0	600	PASS	
GCA_050506755.1	pstS	WP_002357425.1	1.0	0.9966329966329966	1.0	296	0	0	297	296	1	296	1	296	0.0	600	PASS	
GCA_050506765.1	pstS	WP_002357425.1	0.9966200000000001	0.9966329966329966	1.0	296	0	1	297	296	1	296	1	296	0.0	598	PASS	
GCA_050506775.1	pstS	WP_002357425.1	0.9966200000000001	0.9966329966329966	1.0	296	0	1	297	296	1	296	1	296	0.0	598	PASS	
GCA_050506815.1	pstS	WP_002357425.1	1.0	0.9966329966329966	1.0	296	0	0	297	296	1	296	1	296	0.0	600	PASS	
GCA_050506825.1	pstS	WP_002357425.1	0.9966200000000001	0.9966329966329966	1.0	296	0	1	297	296	1	296	1	296	0.0	598	PASS	
GCA_050506865.1	pstS	WP_002357425.1	1.0	0.9966329966329966	1.0	296	0	0	297	296	1	296	1	296	0.0	600	PASS	
GCA_050506875.1	pstS	WP_002357425.1	1.0	0.9966329966329966	1.0	296	0	0	297	296	1	296	1	296	0.0	600	PASS	
GCA_050506885.1	pstS	WP_002357425.1	1.0	0.9966329966329966	1.0	296	0	0	297	296	1	296	1	296	0.0	600	PASS	
GCA_050506905.1	pstS	WP_002357425.1	1.0	0.9966329966329966	1.0	296	0	0	297	296	1	296	1	296	0.0	600	PASS	
GCA_050506915.1	pstS	WP_002357425.1	1.0	0.9966329966329966	1.0	296	0	0	297	296	1	296	1	296	0.0	600	PASS	
GCA_050506925.1	pstS	WP_002357425.1	1.0	0.9966329966329966	1.0	296	0	0	297	296	1	296	1	296	0.0	600	PASS	
GCA_050506935.1	pstS	WP_002357425.1	1.0	0.9966329966329966	1.0	296	0	0	297	296	1	296	1	296	0.0	600	PASS	
