Genome,Query_ID,Target_gene,Database_gene_symbol,Reference_accession,Reference_name,Mapping_status,Contig_ID,Start,Stop,Strand,Identity,Coverage,HSP_count,Best_bitscore
GCA_050469755.1,VFG002166|WP_010714416|ace|ace,ace,ace,WP_010714416,collagen adhesin protein,approved_primary,CP175101.1,52017,54041,+,94.79255579553636,100.0,7,3639.0
GCA_050469755.1,VFG002171|WP_011109430|EF0149|aggregation_substance_context,aggregation_substance_context,EF0149,WP_011109430,aggregation substance,review_required_context,CP175100.1,20473,24321,-,90.31,98.39203675344564,1,5268.0
GCA_050469755.1,VFG002171|WP_011109430|EF0149|aggregation_substance_context,aggregation_substance_context,EF0149,WP_011109430,aggregation substance,review_required_context,CP175101.1,2491355,2495178,+,89.105,98.36651352730985,1,5071.0
GCA_050469755.1,VFG002172|WP_010710127|EF0485|aggregation_substance_context,aggregation_substance_context,EF0485,WP_010710127,aggregation substance,review_required_context,CP175100.1,20404,24320,-,96.017,99.97447677386421,1,6361.0
GCA_050469755.1,VFG002172|WP_010710127|EF0485|aggregation_substance_context,aggregation_substance_context,EF0485,WP_010710127,aggregation substance,review_required_context,CP175101.1,2491354,2495247,+,94.67,100.0,1,6143.0
GCA_050469755.1,VFG002173|WP_010785625|asa1|asa1_or_validated_equivalent,asa1_or_validated_equivalent,asa1,WP_010785625,aggregation substance Asa1,approved_primary,CP175100.1,20404,24321,-,95.41986995515695,80.13364173734259,2,3721.0
GCA_050469755.1,VFG002173|WP_010785625|asa1|asa1_or_validated_equivalent,asa1_or_validated_equivalent,asa1,WP_010785625,aggregation substance Asa1,approved_primary,CP175101.1,2491355,2495247,+,93.37354225352112,80.10794140323824,2,3712.0
GCA_050469755.1,VFG002174|WP_002369251|gelE|gelE,gelE,gelE,WP_002369251,coccolysin,approved_primary,CP175101.1,705834,707366,-,100.0,100.0,1,2765.0
GCA_050469755.1,VFG002191|WP_002369252|sprE|sprE,sprE,sprE,WP_002369252,"serine proteinase, V8 family",approved_primary,CP175101.1,704931,705785,-,100.0,100.0,1,1543.0
GCA_050469755.1,VFG042976|WP_154081516|ebpA|ebpA,ebpA,ebpA,WP_154081516,endocarditis and biofilm-associated pilus tip protein EbpA,approved_primary,CP175101.1,41209,44673,+,99.942,100.0,1,6240.0
GCA_050469755.1,VFG042977|WP_002379309|ebpB|ebpB,ebpB,ebpB,WP_002379309,endocarditis and biofilm-associated pilus minor subunit EbpB,approved_primary,CP175101.1,44677,46107,+,100.0,100.0,1,2581.0
GCA_050469755.1,VFG042978|WP_011109477|ebpC|ebpC,ebpC,ebpC,WP_011109477,endocarditis and biofilm-associated pilus major subunit EbpC,approved_primary,CP175101.1,46104,47987,+,99.682,100.0,1,3372.0
GCA_050471105.1,VFG002165|WP_002356954|efaA|efaA,efaA,efaA,WP_002356954,endocarditis specific antigen,approved_primary,CP175093.1,861641,2471077,+,84.78672307692307,100.0,2,1654.0
GCA_050471105.1,VFG002166|WP_010714416|ace|ace,ace,ace,WP_010714416,collagen adhesin protein,approved_primary,CP175093.1,54002,56026,+,93.2238198697854,100.0,7,3373.0
GCA_050471105.1,VFG042976|WP_154081516|ebpA|ebpA,ebpA,ebpA,WP_154081516,endocarditis and biofilm-associated pilus tip protein EbpA,approved_primary,CP175093.1,40990,44454,+,99.509,100.0,1,6173.0
GCA_050471105.1,VFG042977|WP_002379309|ebpB|ebpB,ebpB,ebpB,WP_002379309,endocarditis and biofilm-associated pilus minor subunit EbpB,approved_primary,CP175093.1,44458,45888,+,99.371,100.0,1,2541.0
GCA_050471105.1,VFG042978|WP_011109477|ebpC|ebpC,ebpC,ebpC,WP_011109477,endocarditis and biofilm-associated pilus major subunit EbpC,approved_primary,CP175093.1,45885,47768,+,99.045,100.0,1,3318.0
GCF_053117575.1,VFG002164|WP_002395058|prgB/asc10|aggregation_substance_context,aggregation_substance_context,prgB/asc10,WP_002395058,aggregation substance PrgB/Asc10,review_required_context,NZ_CP181216.1,134727,404051,+,92.58504233483002,100.0,2,6259.0
GCF_053117575.1,VFG002164|WP_002395058|prgB/asc10|aggregation_substance_context,aggregation_substance_context,prgB/asc10,WP_002395058,aggregation substance PrgB/Asc10,review_required_context,NZ_CP181217.1,11053,68148,+,96.09988197807799,100.0,2,6602.0
GCF_053117575.1,VFG002165|WP_002356954|efaA|efaA,efaA,efaA,WP_002356954,endocarditis specific antigen,approved_primary,NZ_CP181216.1,497718,1914903,+,84.72967692307691,100.0,2,1650.0
GCF_053117575.1,VFG002166|WP_010714416|ace|ace,ace,ace,WP_010714416,collagen adhesin protein,approved_primary,NZ_CP181216.1,1031826,1033709,+,93.99111649659864,100.0,6,2577.0
GCF_053117575.1,VFG002171|WP_011109430|EF0149|aggregation_substance_context,aggregation_substance_context,EF0149,WP_011109430,aggregation substance,review_required_context,NZ_CP181216.1,134727,403982,+,94.8116897393091,100.0,2,7062.0
GCF_053117575.1,VFG002171|WP_011109430|EF0149|aggregation_substance_context,aggregation_substance_context,EF0149,WP_011109430,aggregation substance,review_required_context,NZ_CP181217.1,11053,68079,+,89.20296568627451,98.39203675344564,2,5085.0
GCF_053117575.1,VFG002172|WP_010710127|EF0485|aggregation_substance_context,aggregation_substance_context,EF0485,WP_010710127,aggregation substance,review_required_context,NZ_CP181216.1,134728,404051,+,94.83768973930911,100.0,2,7066.0
GCF_053117575.1,VFG002172|WP_010710127|EF0485|aggregation_substance_context,aggregation_substance_context,EF0485,WP_010710127,aggregation substance,review_required_context,NZ_CP181217.1,11054,68148,+,95.21912111167771,99.97447677386421,2,6249.0
GCF_053117575.1,VFG002173|WP_010785625|asa1|asa1_or_validated_equivalent,asa1_or_validated_equivalent,asa1,WP_010785625,aggregation substance Asa1,approved_primary,NZ_CP181216.1,134727,404051,+,93.61041662591687,80.13364173734259,4,3581.0
GCF_053117575.1,VFG002173|WP_010785625|asa1|asa1_or_validated_equivalent,asa1_or_validated_equivalent,asa1,WP_010785625,aggregation substance Asa1,approved_primary,NZ_CP181217.1,11053,68148,+,94.36926077863578,80.13364173734259,4,3646.0
GCF_053117575.1,VFG002174|WP_002369251|gelE|gelE,gelE,gelE,WP_002369251,coccolysin,approved_primary,NZ_CP181216.1,1704210,1705742,-,98.89100000000002,100.0,1,2689.0
GCF_053117575.1,VFG002175|AAM75248|cylR1|cytolysin_operon_context,cytolysin_operon_context,cylR1,AAM75248,cytolysin regulator R1,context_only,NZ_CP181216.1,434190,434474,-,100.0,100.0,1,515.0
GCF_053117575.1,VFG002176|AAM75252|cylB|cytolysin_operon_context,cytolysin_operon_context,cylB,AAM75252,ABC-type transporter,context_only,NZ_CP181216.1,438078,440222,+,99.814,100.0,1,3851.0
GCF_053117575.1,VFG002177|AAM75253|cylA|cylA,cylA,cylA,AAM75253,cytolysin activator,approved_primary,NZ_CP181216.1,440219,441457,+,99.839,100.0,1,2226.0
GCF_053117575.1,VFG002178|AAM75254|cylI|cytolysin_operon_context,cytolysin_operon_context,cylI,AAM75254,cytolysin immunity protein,context_only,NZ_CP181216.1,441458,442441,+,97.256,100.0,1,1654.0
GCF_053117575.1,VFG002179|AAD09858|esp|esp,esp,esp,AAD09858,Enterococcal surface protein; Esp,approved_primary,NZ_CP181216.1,447105,452726,+,97.11467852887853,100.0,19,10076.0
GCF_053117575.1,VFG002191|WP_002369252|sprE|sprE,sprE,sprE,WP_002369252,"serine proteinase, V8 family",approved_primary,NZ_CP181216.1,1703307,1704161,-,98.48,100.0,1,1484.0
GCF_053117575.1,VFG042976|WP_154081516|ebpA|ebpA,ebpA,ebpA,WP_154081516,endocarditis and biofilm-associated pilus tip protein EbpA,approved_primary,NZ_CP181216.1,1017823,1021287,+,99.509,100.0,1,6173.0
GCF_053117575.1,VFG042977|WP_002379309|ebpB|ebpB,ebpB,ebpB,WP_002379309,endocarditis and biofilm-associated pilus minor subunit EbpB,approved_primary,NZ_CP181216.1,1021291,1022721,+,99.441,100.0,1,2545.0
GCF_053117575.1,VFG042978|WP_011109477|ebpC|ebpC,ebpC,ebpC,WP_011109477,endocarditis and biofilm-associated pilus major subunit EbpC,approved_primary,NZ_CP181216.1,1022718,1024601,+,99.363,100.0,1,3345.0
GCF_053117575.1,VFG045470|AAM75247|cylR2|cytolysin_operon_context,cytolysin_operon_context,cylR2,AAM75247,cytolysin regulator R2,context_only,NZ_CP181216.1,433989,434189,-,100.0,100.0,1,363.0
GCF_053117575.1,VFG045472|AAM75249|cylL|cytolysin_operon_context,cytolysin_operon_context,cylL,AAM75249,CylL; cytolysin subunit,context_only,NZ_CP181216.1,434593,434966,+,96.56350515463917,100.0,2,374.0
GCF_053117575.1,VFG045473|AAM75250|cylS|cytolysin_operon_context,cytolysin_operon_context,cylS,AAM75250,CylS; cytolysin subunit,context_only,NZ_CP181216.1,434607,435024,+,96.37673913043479,100.0,2,347.0
GCF_053117575.1,VFG045474|AAM75251|cylM|cytolysin_operon_context,cytolysin_operon_context,cylM,AAM75251,CylM; cytolysin subunit modifier,context_only,NZ_CP181216.1,435085,438066,+,99.698,100.0,1,5338.0
