Genome,Source,qseqid,sseqid,pident,length,qlen,qstart,qend,sstart,send,evalue,bitscore,Original_tool_output_reference,Strand
GCA_050469755.1,Bacteraemia,VFG002171|WP_011109430|EF0149|aggregation_substance_context,CP175101.1,89.105,3864,3918,2,3855,2491355,2495178,0.0,5071,analysis/virulence_adherence/blast_pilot/GCA_050469755.1.tsv,+
GCA_050469755.1,Bacteraemia,VFG002172|WP_010710127|EF0485|aggregation_substance_context,CP175100.1,96.017,3917,3918,2,3918,24320,20404,0.0,6361,analysis/virulence_adherence/blast_pilot/GCA_050469755.1.tsv,-
GCA_050469755.1,Bacteraemia,VFG002172|WP_010710127|EF0485|aggregation_substance_context,CP175101.1,94.67,3921,3918,1,3918,2491354,2495247,0.0,6143,analysis/virulence_adherence/blast_pilot/GCA_050469755.1.tsv,+
GCA_050469755.1,Bacteraemia,VFG002173|WP_010785625|asa1|asa1_or_validated_equivalent,CP175100.1,96.072,2291,3891,1603,3891,22692,20404,0.0,3721,analysis/virulence_adherence/blast_pilot/GCA_050469755.1.tsv,-
GCA_050469755.1,Bacteraemia,VFG002173|WP_010785625|asa1|asa1_or_validated_equivalent,CP175100.1,93.622,831,3891,1,829,24321,23493,0.0,1255,analysis/virulence_adherence/blast_pilot/GCA_050469755.1.tsv,-
GCA_050469755.1,Bacteraemia,VFG002173|WP_010785625|asa1|asa1_or_validated_equivalent,CP175101.1,95.984,2291,3891,1603,3891,2492959,2495247,0.0,3712,analysis/virulence_adherence/blast_pilot/GCA_050469755.1.tsv,+
GCA_050469755.1,Bacteraemia,VFG002173|WP_010785625|asa1|asa1_or_validated_equivalent,CP175101.1,86.194,833,3891,2,829,2491355,2492158,0.0,993,analysis/virulence_adherence/blast_pilot/GCA_050469755.1.tsv,+
GCA_050469755.1,Bacteraemia,VFG002174|WP_002369251|gelE|gelE,CP175101.1,100.0,1533,1533,1,1533,707366,705834,0.0,2765,analysis/virulence_adherence/blast_pilot/GCA_050469755.1.tsv,-
GCA_050469755.1,Bacteraemia,VFG002191|WP_002369252|sprE|sprE,CP175101.1,100.0,855,855,1,855,705785,704931,0.0,1543,analysis/virulence_adherence/blast_pilot/GCA_050469755.1.tsv,-
GCA_050469755.1,Bacteraemia,VFG042976|WP_154081516|ebpA|ebpA,CP175101.1,99.942,3465,3465,1,3465,41209,44673,0.0,6240,analysis/virulence_adherence/blast_pilot/GCA_050469755.1.tsv,+
GCA_050469755.1,Bacteraemia,VFG042977|WP_002379309|ebpB|ebpB,CP175101.1,100.0,1431,1431,1,1431,44677,46107,0.0,2581,analysis/virulence_adherence/blast_pilot/GCA_050469755.1.tsv,+
GCA_050469755.1,Bacteraemia,VFG042978|WP_011109477|ebpC|ebpC,CP175101.1,99.682,1884,1878,1,1878,46104,47987,0.0,3372,analysis/virulence_adherence/blast_pilot/GCA_050469755.1.tsv,+
GCA_050471105.1,Bacteraemia,VFG002165|WP_002356954|efaA|efaA,CP175093.1,99.569,927,927,1,927,861641,862567,0.0,1654,analysis/virulence_adherence/blast_pilot/GCA_050471105.1.tsv,+
GCA_050471105.1,Bacteraemia,VFG002165|WP_002356954|efaA|efaA,CP175093.1,68.237,828,927,81,890,2470268,2471077,5.07e-72,269,analysis/virulence_adherence/blast_pilot/GCA_050471105.1.tsv,+
GCA_050471105.1,Bacteraemia,VFG002166|WP_010714416|ace|ace,CP175093.1,96.938,2025,2025,1,2025,54002,56026,0.0,3373,analysis/virulence_adherence/blast_pilot/GCA_050471105.1.tsv,+
GCA_050471105.1,Bacteraemia,VFG002166|WP_010714416|ace|ace,CP175093.1,91.841,478,2025,1104,1581,55246,55723,0.0,687,analysis/virulence_adherence/blast_pilot/GCA_050471105.1.tsv,+
GCA_050471105.1,Bacteraemia,VFG002166|WP_010714416|ace|ace,CP175093.1,90.361,498,2025,1225,1722,55085,55582,0.0,682,analysis/virulence_adherence/blast_pilot/GCA_050471105.1.tsv,+
GCA_050471105.1,Bacteraemia,VFG002166|WP_010714416|ace|ace,CP175093.1,89.636,357,2025,1366,1722,55085,55441,1.2e-134,478,analysis/virulence_adherence/blast_pilot/GCA_050471105.1.tsv,+
GCA_050471105.1,Bacteraemia,VFG002166|WP_010714416|ace|ace,CP175093.1,88.235,357,2025,1084,1440,55367,55723,3.91e-128,455,analysis/virulence_adherence/blast_pilot/GCA_050471105.1.tsv,+
GCA_050471105.1,Bacteraemia,VFG002166|WP_010714416|ace|ace,CP175093.1,87.963,216,2025,1507,1722,55085,55300,2.6400000000000003e-73,273,analysis/virulence_adherence/blast_pilot/GCA_050471105.1.tsv,+
GCA_050471105.1,Bacteraemia,VFG002166|WP_010714416|ace|ace,CP175093.1,87.5,216,2025,1084,1299,55508,55723,1.12e-71,269,analysis/virulence_adherence/blast_pilot/GCA_050471105.1.tsv,+
GCA_050471105.1,Bacteraemia,VFG042976|WP_154081516|ebpA|ebpA,CP175093.1,99.509,3465,3465,1,3465,40990,44454,0.0,6173,analysis/virulence_adherence/blast_pilot/GCA_050471105.1.tsv,+
GCA_050471105.1,Bacteraemia,VFG042977|WP_002379309|ebpB|ebpB,CP175093.1,99.371,1431,1431,1,1431,44458,45888,0.0,2541,analysis/virulence_adherence/blast_pilot/GCA_050471105.1.tsv,+
GCA_050471105.1,Bacteraemia,VFG042978|WP_011109477|ebpC|ebpC,CP175093.1,99.045,1884,1878,1,1878,45885,47768,0.0,3318,analysis/virulence_adherence/blast_pilot/GCA_050471105.1.tsv,+
GCF_053117575.1,Reproductive,VFG002164|WP_002395058|prgB/asc10|aggregation_substance_context,NZ_CP181217.1,97.371,3918,3918,1,3918,64231,68148,0.0,6602,analysis/virulence_adherence/blast_pilot/GCF_053117575.1.tsv,+
GCF_053117575.1,Reproductive,VFG002164|WP_002395058|prgB/asc10|aggregation_substance_context,NZ_CP181217.1,94.832,3928,3918,1,3918,11053,14979,0.0,6166,analysis/virulence_adherence/blast_pilot/GCF_053117575.1.tsv,+
GCF_053117575.1,Reproductive,VFG002164|WP_002395058|prgB/asc10|aggregation_substance_context,NZ_CP181216.1,95.434,3920,3918,2,3918,400135,404051,0.0,6259,analysis/virulence_adherence/blast_pilot/GCF_053117575.1.tsv,+
GCF_053117575.1,Reproductive,VFG002164|WP_002395058|prgB/asc10|aggregation_substance_context,NZ_CP181216.1,89.703,3875,3918,1,3855,134727,138587,0.0,5176,analysis/virulence_adherence/blast_pilot/GCF_053117575.1.tsv,+
GCF_053117575.1,Reproductive,VFG002165|WP_002356954|efaA|efaA,NZ_CP181216.1,99.461,927,927,1,927,1913977,1914903,0.0,1650,analysis/virulence_adherence/blast_pilot/GCF_053117575.1.tsv,+
GCF_053117575.1,Reproductive,VFG002165|WP_002356954|efaA|efaA,NZ_CP181216.1,68.237,828,927,81,890,497718,498527,5.21e-72,269,analysis/virulence_adherence/blast_pilot/GCF_053117575.1.tsv,+
GCF_053117575.1,Reproductive,VFG002166|WP_010714416|ace|ace,NZ_CP181216.1,96.142,1581,2025,1,1581,1031826,1033406,0.0,2577,analysis/virulence_adherence/blast_pilot/GCF_053117575.1.tsv,+
GCF_053117575.1,Reproductive,VFG002166|WP_010714416|ace|ace,NZ_CP181216.1,95.256,801,2025,1225,2025,1032909,1033709,0.0,1274,analysis/virulence_adherence/blast_pilot/GCF_053117575.1.tsv,+
GCF_053117575.1,Reproductive,VFG002166|WP_010714416|ace|ace,NZ_CP181216.1,91.317,357,2025,1084,1440,1033050,1033406,8.84e-143,505,analysis/virulence_adherence/blast_pilot/GCF_053117575.1.tsv,+
GCF_053117575.1,Reproductive,VFG002166|WP_010714416|ace|ace,NZ_CP181216.1,90.756,357,2025,1366,1722,1032909,1033265,4.579999999999999e-140,496,analysis/virulence_adherence/blast_pilot/GCF_053117575.1.tsv,+
GCF_053117575.1,Reproductive,VFG002166|WP_010714416|ace|ace,NZ_CP181216.1,89.352,216,2025,1084,1299,1033191,1033406,4.3e-77,287,analysis/virulence_adherence/blast_pilot/GCF_053117575.1.tsv,+
GCF_053117575.1,Reproductive,VFG002166|WP_010714416|ace|ace,NZ_CP181216.1,87.963,216,2025,1507,1722,1032909,1033124,2.71e-73,273,analysis/virulence_adherence/blast_pilot/GCF_053117575.1.tsv,+
GCF_053117575.1,Reproductive,VFG002171|WP_011109430|EF0149|aggregation_substance_context,NZ_CP181216.1,99.974,3918,3918,1,3918,134727,138644,0.0,7062,analysis/virulence_adherence/blast_pilot/GCF_053117575.1.tsv,+
GCF_053117575.1,Reproductive,VFG002171|WP_011109430|EF0149|aggregation_substance_context,NZ_CP181216.1,89.584,3869,3918,2,3855,400135,403982,0.0,5139,analysis/virulence_adherence/blast_pilot/GCF_053117575.1.tsv,+
GCF_053117575.1,Reproductive,VFG002171|WP_011109430|EF0149|aggregation_substance_context,NZ_CP181217.1,89.184,3883,3918,1,3855,11053,14910,0.0,5085,analysis/virulence_adherence/blast_pilot/GCF_053117575.1.tsv,+
GCF_053117575.1,Reproductive,VFG002171|WP_011109430|EF0149|aggregation_substance_context,NZ_CP181217.1,89.222,3869,3918,1,3855,64231,68079,0.0,5084,analysis/virulence_adherence/blast_pilot/GCF_053117575.1.tsv,+
GCF_053117575.1,Reproductive,VFG002172|WP_010710127|EF0485|aggregation_substance_context,NZ_CP181216.1,100.0,3918,3918,1,3918,400134,404051,0.0,7066,analysis/virulence_adherence/blast_pilot/GCF_053117575.1.tsv,+
GCF_053117575.1,Reproductive,VFG002172|WP_010710127|EF0485|aggregation_substance_context,NZ_CP181216.1,89.61,3869,3918,2,3849,134728,138581,0.0,5144,analysis/virulence_adherence/blast_pilot/GCF_053117575.1.tsv,+
GCF_053117575.1,Reproductive,VFG002172|WP_010710127|EF0485|aggregation_substance_context,NZ_CP181217.1,95.314,3927,3918,2,3918,11054,14979,0.0,6249,analysis/virulence_adherence/blast_pilot/GCF_053117575.1.tsv,+
GCF_053117575.1,Reproductive,VFG002172|WP_010710127|EF0485|aggregation_substance_context,NZ_CP181217.1,95.124,3917,3918,2,3918,64232,68148,0.0,6203,analysis/virulence_adherence/blast_pilot/GCF_053117575.1.tsv,+
GCF_053117575.1,Reproductive,VFG002173|WP_010785625|asa1|asa1_or_validated_equivalent,NZ_CP181217.1,95.174,2300,3891,1603,3891,12682,14979,0.0,3646,analysis/virulence_adherence/blast_pilot/GCF_053117575.1.tsv,+
GCF_053117575.1,Reproductive,VFG002173|WP_010785625|asa1|asa1_or_validated_equivalent,NZ_CP181217.1,94.849,2291,3891,1603,3891,65860,68148,0.0,3595,analysis/virulence_adherence/blast_pilot/GCF_053117575.1.tsv,+
GCF_053117575.1,Reproductive,VFG002173|WP_010785625|asa1|asa1_or_validated_equivalent,NZ_CP181217.1,93.622,831,3891,1,829,64231,65059,0.0,1255,analysis/virulence_adherence/blast_pilot/GCF_053117575.1.tsv,+
GCF_053117575.1,Reproductive,VFG002173|WP_010785625|asa1|asa1_or_validated_equivalent,NZ_CP181217.1,91.436,794,3891,1,794,11053,11846,0.0,1126,analysis/virulence_adherence/blast_pilot/GCF_053117575.1.tsv,+
GCF_053117575.1,Reproductive,VFG002173|WP_010785625|asa1|asa1_or_validated_equivalent,NZ_CP181216.1,94.718,2291,3891,1603,3891,401763,404051,0.0,3581,analysis/virulence_adherence/blast_pilot/GCF_053117575.1.tsv,+
GCF_053117575.1,Reproductive,VFG002173|WP_010785625|asa1|asa1_or_validated_equivalent,NZ_CP181216.1,94.595,2220,3891,1603,3822,136362,138581,0.0,3463,analysis/virulence_adherence/blast_pilot/GCF_053117575.1.tsv,+
GCF_053117575.1,Reproductive,VFG002173|WP_010785625|asa1|asa1_or_validated_equivalent,NZ_CP181216.1,90.482,830,3891,2,829,400135,400962,0.0,1136,analysis/virulence_adherence/blast_pilot/GCF_053117575.1.tsv,+
GCF_053117575.1,Reproductive,VFG002173|WP_010785625|asa1|asa1_or_validated_equivalent,NZ_CP181216.1,90.932,794,3891,1,794,134727,135520,0.0,1108,analysis/virulence_adherence/blast_pilot/GCF_053117575.1.tsv,+
GCF_053117575.1,Reproductive,VFG002174|WP_002369251|gelE|gelE,NZ_CP181216.1,98.891,1533,1533,1,1533,1705742,1704210,0.0,2689,analysis/virulence_adherence/blast_pilot/GCF_053117575.1.tsv,-
GCF_053117575.1,Reproductive,VFG002175|AAM75248|cylR1|cytolysin_operon_context,NZ_CP181216.1,100.0,285,285,1,285,434474,434190,6.4e-147,515,analysis/virulence_adherence/blast_pilot/GCF_053117575.1.tsv,-
GCF_053117575.1,Reproductive,VFG002176|AAM75252|cylB|cytolysin_operon_context,NZ_CP181216.1,99.814,2145,2145,1,2145,438078,440222,0.0,3851,analysis/virulence_adherence/blast_pilot/GCF_053117575.1.tsv,+
GCF_053117575.1,Reproductive,VFG002177|AAM75253|cylA|cylA,NZ_CP181216.1,99.839,1239,1239,1,1239,440219,441457,0.0,2226,analysis/virulence_adherence/blast_pilot/GCF_053117575.1.tsv,+
GCF_053117575.1,Reproductive,VFG002178|AAM75254|cylI|cytolysin_operon_context,NZ_CP181216.1,97.256,984,984,1,984,441458,442441,0.0,1654,analysis/virulence_adherence/blast_pilot/GCF_053117575.1.tsv,+
GCF_053117575.1,Reproductive,VFG002179|AAD09858|esp|esp,NZ_CP181216.1,99.751,5622,5622,1,5622,447105,452726,0.0,10076,analysis/virulence_adherence/blast_pilot/GCF_053117575.1.tsv,+
GCF_053117575.1,Reproductive,VFG002179|AAD09858|esp|esp,NZ_CP181216.1,97.368,1596,5622,3124,4719,450474,452069,0.0,2690,analysis/virulence_adherence/blast_pilot/GCF_053117575.1.tsv,+
GCF_053117575.1,Reproductive,VFG002179|AAD09858|esp|esp,NZ_CP181216.1,97.243,1596,5622,3370,4965,450228,451823,0.0,2681,analysis/virulence_adherence/blast_pilot/GCF_053117575.1.tsv,+
GCF_053117575.1,Reproductive,VFG002179|AAD09858|esp|esp,NZ_CP181216.1,97.037,1350,5622,3124,4473,450720,452069,0.0,2255,analysis/virulence_adherence/blast_pilot/GCF_053117575.1.tsv,+
GCF_053117575.1,Reproductive,VFG002179|AAD09858|esp|esp,NZ_CP181216.1,96.741,1350,5622,3616,4965,450228,451577,0.0,2237,analysis/virulence_adherence/blast_pilot/GCF_053117575.1.tsv,+
GCF_053117575.1,Reproductive,VFG002179|AAD09858|esp|esp,NZ_CP181216.1,96.558,1104,5622,3124,4227,450966,452069,0.0,1820,analysis/virulence_adherence/blast_pilot/GCF_053117575.1.tsv,+
GCF_053117575.1,Reproductive,VFG002179|AAD09858|esp|esp,NZ_CP181216.1,96.014,1104,5622,3862,4965,450228,451331,0.0,1793,analysis/virulence_adherence/blast_pilot/GCF_053117575.1.tsv,+
GCF_053117575.1,Reproductive,VFG002179|AAD09858|esp|esp,NZ_CP181216.1,95.367,885,5622,3124,4008,451212,452090,0.0,1413,analysis/virulence_adherence/blast_pilot/GCF_053117575.1.tsv,+
GCF_053117575.1,Reproductive,VFG002179|AAD09858|esp|esp,NZ_CP181216.1,95.571,858,5622,4108,4965,450228,451085,0.0,1377,analysis/virulence_adherence/blast_pilot/GCF_053117575.1.tsv,+
GCF_053117575.1,Reproductive,VFG002179|AAD09858|esp|esp,NZ_CP181216.1,94.771,612,5622,3124,3735,451458,452069,0.0,960,analysis/virulence_adherence/blast_pilot/GCF_053117575.1.tsv,+
GCF_053117575.1,Reproductive,VFG002179|AAD09858|esp|esp,NZ_CP181216.1,94.118,612,5622,4354,4965,450228,450839,0.0,942,analysis/virulence_adherence/blast_pilot/GCF_053117575.1.tsv,+
GCF_053117575.1,Reproductive,VFG002179|AAD09858|esp|esp,NZ_CP181216.1,99.2,500,5622,2487,2986,449339,449838,0.0,884,analysis/virulence_adherence/blast_pilot/GCF_053117575.1.tsv,+
GCF_053117575.1,Reproductive,VFG002179|AAD09858|esp|esp,NZ_CP181216.1,99.2,500,5622,2235,2734,449591,450090,0.0,884,analysis/virulence_adherence/blast_pilot/GCF_053117575.1.tsv,+
GCF_053117575.1,Reproductive,VFG002179|AAD09858|esp|esp,NZ_CP181216.1,91.257,366,5622,3124,3489,451704,452069,3.9199999999999996e-146,517,analysis/virulence_adherence/blast_pilot/GCF_053117575.1.tsv,+
GCF_053117575.1,Reproductive,VFG002179|AAD09858|esp|esp,NZ_CP181216.1,90.71,366,5622,4600,4965,450228,450593,2.03e-143,508,analysis/virulence_adherence/blast_pilot/GCF_053117575.1.tsv,+
GCF_053117575.1,Reproductive,VFG002179|AAD09858|esp|esp,NZ_CP181216.1,98.387,248,5622,2739,2986,449339,449586,4.47e-120,430,analysis/virulence_adherence/blast_pilot/GCF_053117575.1.tsv,+
GCF_053117575.1,Reproductive,VFG002179|AAD09858|esp|esp,NZ_CP181216.1,98.387,248,5622,2235,2482,449843,450090,4.47e-120,430,analysis/virulence_adherence/blast_pilot/GCF_053117575.1.tsv,+
GCF_053117575.1,Reproductive,VFG002179|AAD09858|esp|esp,NZ_CP181216.1,84.021,194,5622,4948,5141,450093,450286,7.599999999999999e-54,211,analysis/virulence_adherence/blast_pilot/GCF_053117575.1.tsv,+
GCF_053117575.1,Reproductive,VFG002179|AAD09858|esp|esp,NZ_CP181216.1,84.021,194,5622,2989,3182,452052,452245,7.599999999999999e-54,211,analysis/virulence_adherence/blast_pilot/GCF_053117575.1.tsv,+
GCF_053117575.1,Reproductive,VFG002191|WP_002369252|sprE|sprE,NZ_CP181216.1,98.48,855,855,1,855,1704161,1703307,0.0,1484,analysis/virulence_adherence/blast_pilot/GCF_053117575.1.tsv,-
GCF_053117575.1,Reproductive,VFG042976|WP_154081516|ebpA|ebpA,NZ_CP181216.1,99.509,3465,3465,1,3465,1017823,1021287,0.0,6173,analysis/virulence_adherence/blast_pilot/GCF_053117575.1.tsv,+
GCF_053117575.1,Reproductive,VFG042977|WP_002379309|ebpB|ebpB,NZ_CP181216.1,99.441,1431,1431,1,1431,1021291,1022721,0.0,2545,analysis/virulence_adherence/blast_pilot/GCF_053117575.1.tsv,+
GCF_053117575.1,Reproductive,VFG042978|WP_011109477|ebpC|ebpC,NZ_CP181216.1,99.363,1884,1878,1,1878,1022718,1024601,0.0,3345,analysis/virulence_adherence/blast_pilot/GCF_053117575.1.tsv,+
GCF_053117575.1,Reproductive,VFG045470|AAM75247|cylR2|cytolysin_operon_context,NZ_CP181216.1,100.0,201,201,1,201,434189,433989,1.75e-101,363,analysis/virulence_adherence/blast_pilot/GCF_053117575.1.tsv,-
GCF_053117575.1,Reproductive,VFG045472|AAM75249|cylL|cytolysin_operon_context,NZ_CP181216.1,100.0,207,207,1,207,434593,434799,9.98e-105,374,analysis/virulence_adherence/blast_pilot/GCF_053117575.1.tsv,+
GCF_053117575.1,Reproductive,VFG045472|AAM75249|cylL|cytolysin_operon_context,NZ_CP181216.1,88.095,84,207,15,98,434883,434966,2.21e-24,107,analysis/virulence_adherence/blast_pilot/GCF_053117575.1.tsv,+
GCF_053117575.1,Reproductive,VFG045473|AAM75250|cylS|cytolysin_operon_context,NZ_CP181216.1,100.0,192,192,1,192,434833,435024,1.27e-96,347,analysis/virulence_adherence/blast_pilot/GCF_053117575.1.tsv,+
GCF_053117575.1,Reproductive,VFG045473|AAM75250|cylS|cytolysin_operon_context,NZ_CP181216.1,88.095,84,192,51,134,434607,434690,2.0299999999999998e-24,107,analysis/virulence_adherence/blast_pilot/GCF_053117575.1.tsv,+
GCF_053117575.1,Reproductive,VFG045474|AAM75251|cylM|cytolysin_operon_context,NZ_CP181216.1,99.698,2982,2982,1,2982,435085,438066,0.0,5338,analysis/virulence_adherence/blast_pilot/GCF_053117575.1.tsv,+
