sample_id	canonical_gene	reference_accession	percent_identity	query_coverage	reference_coverage	alignment_length_aa	gaps	mismatches	query_length_aa	reference_length_aa	query_start	query_end	reference_start	reference_end	evalue	bitscore	qc_status	failure_code
GCA_050492125.1	gdh	P54547	0.5329200000000001	0.9566929133858267	0.9938650306748467	486	8	219	508	489	6	491	9	486	0.0	541	FAIL	PROTEIN_COVERAGE_OR_IDENTITY
GCA_050492135.1	gdh	P54547	0.5329200000000001	0.9566929133858267	0.9938650306748467	486	8	219	508	489	6	491	9	486	0.0	541	FAIL	PROTEIN_COVERAGE_OR_IDENTITY
GCA_050505635.1	gdh	P54547	0.5329200000000001	0.9566929133858267	0.9938650306748467	486	8	219	508	489	6	491	9	486	0.0	541	FAIL	PROTEIN_COVERAGE_OR_IDENTITY
GCA_050505645.1	gdh	P54547	0.5329200000000001	0.9566929133858267	0.9938650306748467	486	8	219	508	489	6	491	9	486	0.0	541	FAIL	PROTEIN_COVERAGE_OR_IDENTITY
GCA_050506665.1	gdh	P54547	0.5329200000000001	0.9566929133858267	0.9938650306748467	486	8	219	508	489	6	491	9	486	0.0	541	FAIL	PROTEIN_COVERAGE_OR_IDENTITY
GCA_050506675.1	gdh	P54547	0.5329200000000001	0.9566929133858267	0.9938650306748467	486	8	219	508	489	6	491	9	486	0.0	541	FAIL	PROTEIN_COVERAGE_OR_IDENTITY
GCA_050506685.1	gdh	P54547	0.5329200000000001	0.9566929133858267	0.9938650306748467	486	8	219	508	489	6	491	9	486	0.0	541	FAIL	PROTEIN_COVERAGE_OR_IDENTITY
GCA_050506695.1	gdh	P54547	0.5329200000000001	0.9566929133858267	0.9938650306748467	486	8	219	508	489	6	491	9	486	0.0	541	FAIL	PROTEIN_COVERAGE_OR_IDENTITY
GCA_050506725.1	gdh	P54547	0.5329200000000001	0.9566929133858267	0.9938650306748467	486	8	219	508	489	6	491	9	486	0.0	541	FAIL	PROTEIN_COVERAGE_OR_IDENTITY
GCA_050506735.1	gdh	P54547	0.5329200000000001	0.9566929133858267	0.9938650306748467	486	8	219	508	489	6	491	9	486	0.0	541	FAIL	PROTEIN_COVERAGE_OR_IDENTITY
GCA_050506745.1	gdh	P54547	0.5329200000000001	0.9566929133858267	0.9938650306748467	486	8	219	508	489	6	491	9	486	0.0	541	FAIL	PROTEIN_COVERAGE_OR_IDENTITY
GCA_050506755.1	gdh	P54547	0.5329200000000001	0.9566929133858267	0.9938650306748467	486	8	219	508	489	6	491	9	486	0.0	541	FAIL	PROTEIN_COVERAGE_OR_IDENTITY
GCA_050506765.1	gdh	P54547	0.5329200000000001	0.9566929133858267	0.9938650306748467	486	8	219	508	489	6	491	9	486	0.0	541	FAIL	PROTEIN_COVERAGE_OR_IDENTITY
GCA_050506775.1	gdh	P54547	0.5329200000000001	0.9566929133858267	0.9938650306748467	486	8	219	508	489	6	491	9	486	0.0	541	FAIL	PROTEIN_COVERAGE_OR_IDENTITY
GCA_050506815.1	gdh	P54547	0.5329200000000001	0.9566929133858267	0.9938650306748467	486	8	219	508	489	6	491	9	486	0.0	541	FAIL	PROTEIN_COVERAGE_OR_IDENTITY
GCA_050506825.1	gdh	P54547	0.5329200000000001	0.9566929133858267	0.9938650306748467	486	8	219	508	489	6	491	9	486	0.0	541	FAIL	PROTEIN_COVERAGE_OR_IDENTITY
GCA_050506865.1	gdh	P54547	0.5329200000000001	0.9566929133858267	0.9938650306748467	486	8	219	508	489	6	491	9	486	0.0	541	FAIL	PROTEIN_COVERAGE_OR_IDENTITY
GCA_050506875.1	gdh	P54547	0.5329200000000001	0.9566929133858267	0.9938650306748467	486	8	219	508	489	6	491	9	486	0.0	540	FAIL	PROTEIN_COVERAGE_OR_IDENTITY
GCA_050506885.1	gdh	P54547	0.53593	0.9586614173228346	0.9959100204498977	487	10	216	508	489	6	491	9	486	0.0	542	FAIL	PROTEIN_COVERAGE_OR_IDENTITY
GCA_050506905.1	gdh	P54547	0.5329200000000001	0.9566929133858267	0.9938650306748467	486	8	219	508	489	6	491	9	486	0.0	541	FAIL	PROTEIN_COVERAGE_OR_IDENTITY
GCA_050506915.1	gdh	P54547	0.5329200000000001	0.9566929133858267	0.9938650306748467	486	8	219	508	489	6	491	9	486	0.0	541	FAIL	PROTEIN_COVERAGE_OR_IDENTITY
GCA_050506925.1	gdh	P54547	0.5329200000000001	0.9566929133858267	0.9938650306748467	486	8	219	508	489	6	491	9	486	0.0	541	FAIL	PROTEIN_COVERAGE_OR_IDENTITY
GCA_050506935.1	gdh	P54547	0.5329200000000001	0.9566929133858267	0.9938650306748467	486	8	219	508	489	6	491	9	486	0.0	541	FAIL	PROTEIN_COVERAGE_OR_IDENTITY
GCA_050506985.1	gdh	P54547	0.5329200000000001	0.9566929133858267	0.9938650306748467	486	8	219	508	489	6	491	9	486	0.0	541	FAIL	PROTEIN_COVERAGE_OR_IDENTITY
GCA_050506995.1	gdh	P54547	0.5329200000000001	0.9566929133858267	0.9938650306748467	486	8	219	508	489	6	491	9	486	0.0	541	FAIL	PROTEIN_COVERAGE_OR_IDENTITY
GCA_050507065.1	gdh	P54547	0.5329200000000001	0.9566929133858267	0.9938650306748467	486	8	219	508	489	6	491	9	486	0.0	541	FAIL	PROTEIN_COVERAGE_OR_IDENTITY
GCA_050507075.1	gdh	P54547	0.5329200000000001	0.9566929133858267	0.9938650306748467	486	8	219	508	489	6	491	9	486	0.0	541	FAIL	PROTEIN_COVERAGE_OR_IDENTITY
GCA_050507105.1	gdh	P54547	0.5329200000000001	0.9566929133858267	0.9938650306748467	486	8	219	508	489	6	491	9	486	0.0	541	FAIL	PROTEIN_COVERAGE_OR_IDENTITY
GCA_050516645.1	gdh	P54547	0.5329200000000001	0.9566929133858267	0.9938650306748467	486	8	219	508	489	6	491	9	486	0.0	541	FAIL	PROTEIN_COVERAGE_OR_IDENTITY
GCA_050516655.1	gdh	P54547	0.5329200000000001	0.9566929133858267	0.9938650306748467	486	8	219	508	489	6	491	9	486	0.0	541	FAIL	PROTEIN_COVERAGE_OR_IDENTITY
GCA_050516665.1	gdh	P54547	0.5329200000000001	0.9566929133858267	0.9938650306748467	486	8	219	508	489	6	491	9	486	0.0	541	FAIL	PROTEIN_COVERAGE_OR_IDENTITY
GCA_050516675.1	gdh	P54547	0.5329200000000001	0.9566929133858267	0.9938650306748467	486	8	219	508	489	6	491	9	486	0.0	541	FAIL	PROTEIN_COVERAGE_OR_IDENTITY
GCF_049262565.1	gdh	P54547	0.53498	0.9566929133858267	0.9938650306748467	486	8	218	508	489	6	491	9	486	0.0	543	FAIL	PROTEIN_COVERAGE_OR_IDENTITY
GCF_053117575.1	gdh	P54547	0.5329200000000001	0.9566929133858267	0.9938650306748467	486	8	219	508	489	6	491	9	486	0.0	541	FAIL	PROTEIN_COVERAGE_OR_IDENTITY
GCF_053117585.1	gdh	P54547	0.5329200000000001	0.9566929133858267	0.9938650306748467	486	8	219	508	489	6	491	9	486	0.0	541	FAIL	PROTEIN_COVERAGE_OR_IDENTITY
GCF_053117655.1	gdh	P54547	0.5329200000000001	0.9566929133858267	0.9938650306748467	486	8	219	508	489	6	491	9	486	0.0	541	FAIL	PROTEIN_COVERAGE_OR_IDENTITY
GCF_053117665.1	gdh	P54547	0.5329200000000001	0.9566929133858267	0.9938650306748467	486	8	219	508	489	6	491	9	486	0.0	541	FAIL	PROTEIN_COVERAGE_OR_IDENTITY
GCF_053117675.1	gdh	P54547	0.5329200000000001	0.9566929133858267	0.9938650306748467	486	8	219	508	489	6	491	9	486	0.0	541	FAIL	PROTEIN_COVERAGE_OR_IDENTITY
GCF_053117685.1	gdh	P54547	0.5329200000000001	0.9566929133858267	0.9938650306748467	486	8	219	508	489	6	491	9	486	0.0	541	FAIL	PROTEIN_COVERAGE_OR_IDENTITY
GCF_053117695.1	gdh	P54547	0.53498	0.9566929133858267	0.9938650306748467	486	8	218	508	489	6	491	9	486	0.0	543	FAIL	PROTEIN_COVERAGE_OR_IDENTITY
GCF_053117705.1	gdh	P54547	0.5329200000000001	0.9566929133858267	0.9938650306748467	486	8	219	508	489	6	491	9	486	0.0	541	FAIL	PROTEIN_COVERAGE_OR_IDENTITY
GCF_906464925.1	gdh	P54547	0.5329200000000001	0.9566929133858267	0.9938650306748467	486	8	219	508	489	6	491	9	486	0.0	541	FAIL	PROTEIN_COVERAGE_OR_IDENTITY
GCA_029011255.1	gyd	Q5XDW3	0.78144	1.0	0.9940476190476191	334	1	72	334	336	1	333	1	334	0.0	535	PASS	
GCA_029011395.1	gyd	Q5XDW3	0.78144	1.0	0.9940476190476191	334	1	72	334	336	1	333	1	334	0.0	535	PASS	
GCA_029011535.1	gyd	Q5XDW3	0.78144	1.0	0.9940476190476191	334	1	72	334	336	1	333	1	334	0.0	535	PASS	
GCA_029011745.1	gyd	Q5XDW3	0.78144	1.0	0.9940476190476191	334	1	72	334	336	1	333	1	334	0.0	535	PASS	
GCA_050469755.1	gyd	Q5XDW3	0.78144	1.0	0.9940476190476191	334	1	72	334	336	1	333	1	334	0.0	535	PASS	
GCA_050471105.1	gyd	Q5XDW3	0.78144	1.0	0.9940476190476191	334	1	72	334	336	1	333	1	334	0.0	535	PASS	
GCA_050472745.1	gyd	Q5XDW3	0.78144	1.0	0.9940476190476191	334	1	72	334	336	1	333	1	334	0.0	535	PASS	
GCA_050472755.1	gyd	Q5XDW3	0.78144	1.0	0.9940476190476191	334	1	72	334	336	1	333	1	334	0.0	535	PASS	
GCA_050473345.1	gyd	Q5XDW3	0.78144	1.0	0.9940476190476191	334	1	72	334	336	1	333	1	334	0.0	535	PASS	
GCA_050473355.1	gyd	Q5XDW3	0.78144	1.0	0.9940476190476191	334	1	72	334	336	1	333	1	334	0.0	535	PASS	
GCA_050473905.1	gyd	Q5XDW3	0.78144	1.0	0.9940476190476191	334	1	72	334	336	1	333	1	334	0.0	535	PASS	
GCA_050474485.1	gyd	Q5XDW3	0.78144	1.0	0.9940476190476191	334	1	72	334	336	1	333	1	334	0.0	535	PASS	
GCA_050474495.1	gyd	Q5XDW3	0.78144	1.0	0.9940476190476191	334	1	72	334	336	1	333	1	334	0.0	535	PASS	
GCA_050475565.1	gyd	Q5XDW3	0.78144	1.0	0.9940476190476191	334	1	72	334	336	1	333	1	334	0.0	535	PASS	
GCA_050475575.1	gyd	Q5XDW3	0.78144	1.0	0.9940476190476191	334	1	72	334	336	1	333	1	334	0.0	535	PASS	
GCA_050476085.1	gyd	Q5XDW3	0.78144	1.0	0.9940476190476191	334	1	72	334	336	1	333	1	334	0.0	535	PASS	
GCA_050480515.1	gyd	Q5XDW3	0.78144	1.0	0.9940476190476191	334	1	72	334	336	1	333	1	334	0.0	535	PASS	
GCA_050481105.1	gyd	Q5XDW3	0.78144	1.0	0.9940476190476191	334	1	72	334	336	1	333	1	334	0.0	535	PASS	
GCA_050481115.1	gyd	Q5XDW3	0.78144	1.0	0.9940476190476191	334	1	72	334	336	1	333	1	334	0.0	535	PASS	
GCA_050481685.1	gyd	Q5XDW3	0.78144	1.0	0.9940476190476191	334	1	72	334	336	1	333	1	334	0.0	535	PASS	
GCA_050481695.1	gyd	Q5XDW3	0.78144	1.0	0.9940476190476191	334	1	72	334	336	1	333	1	334	0.0	535	PASS	
GCA_050482265.1	gyd	Q5XDW3	0.78144	1.0	0.9940476190476191	334	1	72	334	336	1	333	1	334	0.0	535	PASS	
GCA_050485045.1	gyd	Q5XDW3	0.78144	1.0	0.9940476190476191	334	1	72	334	336	1	333	1	334	0.0	535	PASS	
GCA_050485055.1	gyd	Q5XDW3	0.78144	1.0	0.9940476190476191	334	1	72	334	336	1	333	1	334	0.0	535	PASS	
GCA_050485625.1	gyd	Q5XDW3	0.78144	1.0	0.9940476190476191	334	1	72	334	336	1	333	1	334	0.0	535	PASS	
GCA_050485635.1	gyd	Q5XDW3	0.78144	1.0	0.9940476190476191	334	1	72	334	336	1	333	1	334	0.0	535	PASS	
GCA_050486705.1	gyd	Q5XDW3	0.78144	1.0	0.9940476190476191	334	1	72	334	336	1	333	1	334	0.0	535	PASS	
GCA_050486715.1	gyd	Q5XDW3	0.78144	1.0	0.9940476190476191	334	1	72	334	336	1	333	1	334	0.0	535	PASS	
GCA_050491675.1	gyd	Q5XDW3	0.78144	1.0	0.9940476190476191	334	1	72	334	336	1	333	1	334	0.0	535	PASS	
GCA_050491685.1	gyd	Q5XDW3	0.78144	1.0	0.9940476190476191	334	1	72	334	336	1	333	1	334	0.0	535	PASS	
GCA_050492125.1	gyd	Q5XDW3	0.78144	1.0	0.9940476190476191	334	1	72	334	336	1	333	1	334	0.0	535	PASS	
GCA_050492135.1	gyd	Q5XDW3	0.78144	1.0	0.9940476190476191	334	1	72	334	336	1	333	1	334	0.0	535	PASS	
GCA_050505635.1	gyd	Q5XDW3	0.78144	1.0	0.9940476190476191	334	1	72	334	336	1	333	1	334	0.0	535	PASS	
GCA_050505645.1	gyd	Q5XDW3	0.78144	1.0	0.9940476190476191	334	1	72	334	336	1	333	1	334	0.0	535	PASS	
GCA_050506665.1	gyd	Q5XDW3	0.78144	1.0	0.9940476190476191	334	1	72	334	336	1	333	1	334	0.0	535	PASS	
GCA_050506675.1	gyd	Q5XDW3	0.78144	1.0	0.9940476190476191	334	1	72	334	336	1	333	1	334	0.0	535	PASS	
GCA_050506685.1	gyd	Q5XDW3	0.78144	1.0	0.9940476190476191	334	1	72	334	336	1	333	1	334	0.0	535	PASS	
GCA_050506695.1	gyd	Q5XDW3	0.78144	1.0	0.9940476190476191	334	1	72	334	336	1	333	1	334	0.0	535	PASS	
GCA_050506725.1	gyd	Q5XDW3	0.78144	1.0	0.9940476190476191	334	1	72	334	336	1	333	1	334	0.0	535	PASS	
GCA_050506735.1	gyd	Q5XDW3	0.78144	1.0	0.9940476190476191	334	1	72	334	336	1	333	1	334	0.0	535	PASS	
GCA_050506745.1	gyd	Q5XDW3	0.78144	1.0	0.9940476190476191	334	1	72	334	336	1	333	1	334	0.0	535	PASS	
GCA_050506755.1	gyd	Q5XDW3	0.78144	1.0	0.9940476190476191	334	1	72	334	336	1	333	1	334	0.0	535	PASS	
GCA_050506765.1	gyd	Q5XDW3	0.78144	1.0	0.9940476190476191	334	1	72	334	336	1	333	1	334	0.0	535	PASS	
GCA_050506775.1	gyd	Q5XDW3	0.78144	1.0	0.9940476190476191	334	1	72	334	336	1	333	1	334	0.0	535	PASS	
GCA_050506815.1	gyd	Q5XDW3	0.78144	1.0	0.9940476190476191	334	1	72	334	336	1	333	1	334	0.0	535	PASS	
GCA_050506825.1	gyd	Q5XDW3	0.78144	1.0	0.9940476190476191	334	1	72	334	336	1	333	1	334	0.0	535	PASS	
GCA_050506865.1	gyd	Q5XDW3	0.78144	1.0	0.9940476190476191	334	1	72	334	336	1	333	1	334	0.0	535	PASS	
GCA_050506875.1	gyd	Q5XDW3	0.78144	1.0	0.9940476190476191	334	1	72	334	336	1	333	1	334	0.0	535	PASS	
GCA_050506885.1	gyd	Q5XDW3	0.78144	1.0	0.9940476190476191	334	1	72	334	336	1	333	1	334	0.0	535	PASS	
GCA_050506905.1	gyd	Q5XDW3	0.78144	1.0	0.9940476190476191	334	1	72	334	336	1	333	1	334	0.0	535	PASS	
GCA_050506915.1	gyd	Q5XDW3	0.78144	1.0	0.9940476190476191	334	1	72	334	336	1	333	1	334	0.0	535	PASS	
GCA_050506925.1	gyd	Q5XDW3	0.78144	1.0	0.9940476190476191	334	1	72	334	336	1	333	1	334	0.0	535	PASS	
GCA_050506935.1	gyd	Q5XDW3	0.78144	1.0	0.9940476190476191	334	1	72	334	336	1	333	1	334	0.0	535	PASS	
GCA_050506985.1	gyd	Q5XDW3	0.78144	1.0	0.9940476190476191	334	1	72	334	336	1	333	1	334	0.0	535	PASS	
GCA_050506995.1	gyd	Q5XDW3	0.78144	1.0	0.9940476190476191	334	1	72	334	336	1	333	1	334	0.0	535	PASS	
GCA_050507065.1	gyd	Q5XDW3	0.78144	1.0	0.9940476190476191	334	1	72	334	336	1	333	1	334	0.0	535	PASS	
GCA_050507075.1	gyd	Q5XDW3	0.78144	1.0	0.9940476190476191	334	1	72	334	336	1	333	1	334	0.0	535	PASS	
GCA_050507105.1	gyd	Q5XDW3	0.78144	1.0	0.9940476190476191	334	1	72	334	336	1	333	1	334	0.0	535	PASS	
GCA_050516645.1	gyd	Q5XDW3	0.78144	1.0	0.9940476190476191	334	1	72	334	336	1	333	1	334	0.0	535	PASS	
GCA_050516655.1	gyd	Q5XDW3	0.78144	1.0	0.9940476190476191	334	1	72	334	336	1	333	1	334	0.0	535	PASS	
GCA_050516665.1	gyd	Q5XDW3	0.78144	1.0	0.9940476190476191	334	1	72	334	336	1	333	1	334	0.0	535	PASS	
GCA_050516675.1	gyd	Q5XDW3	0.78144	1.0	0.9940476190476191	334	1	72	334	336	1	333	1	334	0.0	535	PASS	
GCF_049262565.1	gyd	Q5XDW3	0.78144	1.0	0.9940476190476191	334	1	72	334	336	1	333	1	334	0.0	535	PASS	
GCF_053117575.1	gyd	Q5XDW3	0.78144	1.0	0.9940476190476191	334	1	72	334	336	1	333	1	334	0.0	535	PASS	
GCF_053117585.1	gyd	Q5XDW3	0.78144	1.0	0.9940476190476191	334	1	72	334	336	1	333	1	334	0.0	535	PASS	
GCF_053117655.1	gyd	Q5XDW3	0.78144	1.0	0.9940476190476191	334	1	72	334	336	1	333	1	334	0.0	535	PASS	
GCF_053117665.1	gyd	Q5XDW3	0.78144	1.0	0.9940476190476191	334	1	72	334	336	1	333	1	334	0.0	535	PASS	
GCF_053117675.1	gyd	Q5XDW3	0.78144	1.0	0.9940476190476191	334	1	72	334	336	1	333	1	334	0.0	535	PASS	
GCF_053117685.1	gyd	Q5XDW3	0.78144	1.0	0.9940476190476191	334	1	72	334	336	1	333	1	334	0.0	535	PASS	
GCF_053117695.1	gyd	Q5XDW3	0.78144	1.0	0.9940476190476191	334	1	72	334	336	1	333	1	334	0.0	535	PASS	
GCF_053117705.1	gyd	Q5XDW3	0.78144	1.0	0.9940476190476191	334	1	72	334	336	1	333	1	334	0.0	535	PASS	
GCF_906464925.1	gyd	Q5XDW3	0.78144	1.0	0.9940476190476191	334	1	72	334	336	1	333	1	334	0.0	535	PASS	
GCA_029011255.1	pstS	Q97Q31	0.54082	0.98989898989899	1.0068493150684932	294	8	127	297	292	1	294	1	286	3.11e-109	309	FAIL	PROTEIN_COVERAGE_OR_IDENTITY
GCA_029011395.1	pstS	Q97Q31	0.5374099999999999	0.98989898989899	1.0068493150684932	294	8	128	297	292	1	294	1	286	4.71e-108	306	FAIL	PROTEIN_COVERAGE_OR_IDENTITY
GCA_029011535.1	pstS	Q97Q31	0.54082	0.98989898989899	1.0068493150684932	294	8	127	297	292	1	294	1	286	2.76e-109	309	FAIL	PROTEIN_COVERAGE_OR_IDENTITY
GCA_029011745.1	pstS	Q97Q31	0.5374099999999999	0.98989898989899	1.0068493150684932	294	8	128	297	292	1	294	1	286	4.71e-108	306	FAIL	PROTEIN_COVERAGE_OR_IDENTITY
GCA_050469755.1	pstS	Q97Q31	0.54082	0.98989898989899	1.0068493150684932	294	8	127	297	292	1	294	1	286	2.76e-109	309	FAIL	PROTEIN_COVERAGE_OR_IDENTITY
GCA_050471105.1	pstS	Q97Q31	0.54082	0.98989898989899	1.0068493150684932	294	8	127	297	292	1	294	1	286	5.49e-109	308	FAIL	PROTEIN_COVERAGE_OR_IDENTITY
GCA_050472745.1	pstS	Q97Q31	0.54082	0.98989898989899	1.0068493150684932	294	8	127	297	292	1	294	1	286	2.76e-109	309	FAIL	PROTEIN_COVERAGE_OR_IDENTITY
GCA_050472755.1	pstS	Q97Q31	0.5374099999999999	0.98989898989899	1.0068493150684932	294	8	128	297	292	1	294	1	286	1.62e-108	307	FAIL	PROTEIN_COVERAGE_OR_IDENTITY
GCA_050473345.1	pstS	Q97Q31	0.54082	0.98989898989899	1.0068493150684932	294	8	127	297	292	1	294	1	286	2.76e-109	309	FAIL	PROTEIN_COVERAGE_OR_IDENTITY
GCA_050473355.1	pstS	Q97Q31	0.54082	0.98989898989899	1.0068493150684932	294	8	127	297	292	1	294	1	286	2.76e-109	309	FAIL	PROTEIN_COVERAGE_OR_IDENTITY
GCA_050473905.1	pstS	Q97Q31	0.54082	0.98989898989899	1.0068493150684932	294	8	127	297	292	1	294	1	286	2.76e-109	309	FAIL	PROTEIN_COVERAGE_OR_IDENTITY
GCA_050474485.1	pstS	Q97Q31	0.54082	0.98989898989899	1.0068493150684932	294	8	127	297	292	1	294	1	286	2.76e-109	309	FAIL	PROTEIN_COVERAGE_OR_IDENTITY
GCA_050474495.1	pstS	Q97Q31	0.54082	0.98989898989899	1.0068493150684932	294	8	127	297	292	1	294	1	286	2.76e-109	309	FAIL	PROTEIN_COVERAGE_OR_IDENTITY
GCA_050475565.1	pstS	Q97Q31	0.5374099999999999	0.98989898989899	1.0068493150684932	294	8	128	297	292	1	294	1	286	8.58e-108	305	FAIL	PROTEIN_COVERAGE_OR_IDENTITY
GCA_050475575.1	pstS	Q97Q31	0.54082	0.98989898989899	1.0068493150684932	294	8	127	297	292	1	294	1	286	2.76e-109	309	FAIL	PROTEIN_COVERAGE_OR_IDENTITY
GCA_050476085.1	pstS	Q97Q31	0.54082	0.98989898989899	1.0068493150684932	294	8	127	297	292	1	294	1	286	2.76e-109	309	FAIL	PROTEIN_COVERAGE_OR_IDENTITY
GCA_050480515.1	pstS	Q97Q31	0.54082	0.98989898989899	1.0068493150684932	294	8	127	297	292	1	294	1	286	5.49e-109	308	FAIL	PROTEIN_COVERAGE_OR_IDENTITY
