Genome,Source,qseqid,sseqid,pident,length,qlen,qstart,qend,sstart,send,evalue,bitscore,Original_tool_output_reference,Strand
GCA_029011395.1,Reproductive,VFG002166|WP_010714416|ace|ace,CP118057.1,93.519,216,2025,1084,1299,2077859,2077644,1.36e-89,327,analysis/virulence_adherence/blast_72/GCA_029011395.1.tsv,-
GCA_029011395.1,Reproductive,VFG002166|WP_010714416|ace|ace,CP118057.1,86.574,216,2025,1507,1722,2078141,2077926,5.78e-69,260,analysis/virulence_adherence/blast_72/GCA_029011395.1.tsv,-
GCA_029011395.1,Reproductive,VFG002166|WP_010714416|ace|ace,CP118057.1,90.667,75,2025,1084,1158,2077718,2077644,2.81e-22,104,analysis/virulence_adherence/blast_72/GCA_029011395.1.tsv,-
GCA_029011395.1,Reproductive,VFG002171|WP_011109430|EF0149|aggregation_substance_context,CP118057.1,87.565,3868,3918,2,3855,435637,439460,0.0,4801,analysis/virulence_adherence/blast_72/GCA_029011395.1.tsv,+
GCA_029011395.1,Reproductive,VFG002171|WP_011109430|EF0149|aggregation_substance_context,CP118057.1,95.901,2220,3918,1636,3855,1329462,1331681,0.0,3594,analysis/virulence_adherence/blast_72/GCA_029011395.1.tsv,+
GCA_029011395.1,Reproductive,VFG002171|WP_011109430|EF0149|aggregation_substance_context,CP118057.1,89.182,795,3918,1,794,1327859,1328653,0.0,1043,analysis/virulence_adherence/blast_72/GCA_029011395.1.tsv,+
GCA_029011395.1,Reproductive,VFG002172|WP_010710127|EF0485|aggregation_substance_context,CP118057.1,93.702,3922,3918,1,3918,435636,439529,0.0,5966,analysis/virulence_adherence/blast_72/GCA_029011395.1.tsv,+
GCA_029011395.1,Reproductive,VFG002172|WP_010710127|EF0485|aggregation_substance_context,CP118057.1,94.369,2291,3918,1630,3918,1329462,1331750,0.0,3545,analysis/virulence_adherence/blast_72/GCA_029011395.1.tsv,+
GCA_029011395.1,Reproductive,VFG002172|WP_010710127|EF0485|aggregation_substance_context,CP118057.1,89.29,831,3918,2,829,1327860,1328688,0.0,1089,analysis/virulence_adherence/blast_72/GCA_029011395.1.tsv,+
GCA_029011395.1,Reproductive,VFG002173|WP_010785625|asa1|asa1_or_validated_equivalent,CP118057.1,96.557,3892,3891,1,3891,1327859,1331750,0.0,6412,analysis/virulence_adherence/blast_72/GCA_029011395.1.tsv,+
GCA_029011395.1,Reproductive,VFG002173|WP_010785625|asa1|asa1_or_validated_equivalent,CP118057.1,94.151,2291,3891,1603,3891,437241,439529,0.0,3523,analysis/virulence_adherence/blast_72/GCA_029011395.1.tsv,+
GCA_029011395.1,Reproductive,VFG002173|WP_010785625|asa1|asa1_or_validated_equivalent,CP118057.1,86.074,833,3891,2,829,435637,436440,0.0,988,analysis/virulence_adherence/blast_72/GCA_029011395.1.tsv,+
GCA_029011395.1,Reproductive,VFG002174|WP_002369251|gelE|gelE,CP118057.1,98.826,1533,1533,1,1533,1425222,1426754,0.0,2684,analysis/virulence_adherence/blast_72/GCA_029011395.1.tsv,+
GCA_029011395.1,Reproductive,VFG002175|AAM75248|cylR1|cytolysin_operon_context,CP118058.1,98.596,285,285,1,285,18413,18129,1.66e-141,497,analysis/virulence_adherence/blast_72/GCA_029011395.1.tsv,-
GCA_029011395.1,Reproductive,VFG002175|AAM75248|cylR1|cytolysin_operon_context,CP118057.1,98.596,285,285,1,285,1380931,1380647,1.66e-141,497,analysis/virulence_adherence/blast_72/GCA_029011395.1.tsv,-
GCA_029011395.1,Reproductive,VFG002176|AAM75252|cylB|cytolysin_operon_context,CP118058.1,99.674,2145,2145,1,2145,22017,24161,0.0,3837,analysis/virulence_adherence/blast_72/GCA_029011395.1.tsv,+
GCA_029011395.1,Reproductive,VFG002176|AAM75252|cylB|cytolysin_operon_context,CP118057.1,99.674,2145,2145,1,2145,1384535,1386679,0.0,3837,analysis/virulence_adherence/blast_72/GCA_029011395.1.tsv,+
GCA_029011395.1,Reproductive,VFG002177|AAM75253|cylA|cylA,CP118058.1,99.516,1239,1239,1,1239,24158,25396,0.0,2208,analysis/virulence_adherence/blast_72/GCA_029011395.1.tsv,+
GCA_029011395.1,Reproductive,VFG002177|AAM75253|cylA|cylA,CP118057.1,99.516,1239,1239,1,1239,1386676,1387914,0.0,2208,analysis/virulence_adherence/blast_72/GCA_029011395.1.tsv,+
GCA_029011395.1,Reproductive,VFG002178|AAM75254|cylI|cytolysin_operon_context,CP118058.1,99.898,984,984,1,984,25397,26380,0.0,1771,analysis/virulence_adherence/blast_72/GCA_029011395.1.tsv,+
GCA_029011395.1,Reproductive,VFG002178|AAM75254|cylI|cytolysin_operon_context,CP118057.1,98.947,570,984,1,570,1387915,1388481,0.0,1000,analysis/virulence_adherence/blast_72/GCA_029011395.1.tsv,+
GCA_029011395.1,Reproductive,VFG002191|WP_002369252|sprE|sprE,CP118057.1,98.363,855,855,1,855,1426803,1427657,0.0,1480,analysis/virulence_adherence/blast_72/GCA_029011395.1.tsv,+
GCA_029011395.1,Reproductive,VFG042976|WP_154081516|ebpA|ebpA,CP118057.1,99.423,3465,3465,1,3465,2090231,2086767,0.0,6159,analysis/virulence_adherence/blast_72/GCA_029011395.1.tsv,-
GCA_029011395.1,Reproductive,VFG042977|WP_002379309|ebpB|ebpB,CP118057.1,99.72,1431,1431,1,1431,2086763,2085333,0.0,2563,analysis/virulence_adherence/blast_72/GCA_029011395.1.tsv,-
GCA_029011395.1,Reproductive,VFG042978|WP_011109477|ebpC|ebpC,CP118057.1,99.045,1884,1878,1,1878,2085336,2083453,0.0,3318,analysis/virulence_adherence/blast_72/GCA_029011395.1.tsv,-
GCA_029011395.1,Reproductive,VFG045470|AAM75247|cylR2|cytolysin_operon_context,CP118058.1,99.502,201,201,1,201,18128,17928,7.18e-100,359,analysis/virulence_adherence/blast_72/GCA_029011395.1.tsv,-
GCA_029011395.1,Reproductive,VFG045470|AAM75247|cylR2|cytolysin_operon_context,CP118057.1,99.502,201,201,1,201,1380646,1380446,7.18e-100,359,analysis/virulence_adherence/blast_72/GCA_029011395.1.tsv,-
GCA_029011395.1,Reproductive,VFG045472|AAM75249|cylL|cytolysin_operon_context,CP118058.1,100.0,207,207,1,207,18532,18738,9.65e-105,374,analysis/virulence_adherence/blast_72/GCA_029011395.1.tsv,+
GCA_029011395.1,Reproductive,VFG045472|AAM75249|cylL|cytolysin_operon_context,CP118058.1,88.095,84,207,15,98,18822,18905,2.13e-24,107,analysis/virulence_adherence/blast_72/GCA_029011395.1.tsv,+
GCA_029011395.1,Reproductive,VFG045472|AAM75249|cylL|cytolysin_operon_context,CP118057.1,100.0,207,207,1,207,1381050,1381256,9.65e-105,374,analysis/virulence_adherence/blast_72/GCA_029011395.1.tsv,+
GCA_029011395.1,Reproductive,VFG045472|AAM75249|cylL|cytolysin_operon_context,CP118057.1,88.095,84,207,15,98,1381340,1381423,2.13e-24,107,analysis/virulence_adherence/blast_72/GCA_029011395.1.tsv,+
GCA_029011395.1,Reproductive,VFG045473|AAM75250|cylS|cytolysin_operon_context,CP118058.1,100.0,192,192,1,192,18772,18963,1.23e-96,347,analysis/virulence_adherence/blast_72/GCA_029011395.1.tsv,+
GCA_029011395.1,Reproductive,VFG045473|AAM75250|cylS|cytolysin_operon_context,CP118058.1,88.095,84,192,51,134,18546,18629,1.96e-24,107,analysis/virulence_adherence/blast_72/GCA_029011395.1.tsv,+
GCA_029011395.1,Reproductive,VFG045473|AAM75250|cylS|cytolysin_operon_context,CP118057.1,100.0,192,192,1,192,1381290,1381481,1.23e-96,347,analysis/virulence_adherence/blast_72/GCA_029011395.1.tsv,+
GCA_029011395.1,Reproductive,VFG045473|AAM75250|cylS|cytolysin_operon_context,CP118057.1,88.095,84,192,51,134,1381064,1381147,1.96e-24,107,analysis/virulence_adherence/blast_72/GCA_029011395.1.tsv,+
GCA_029011395.1,Reproductive,VFG045474|AAM75251|cylM|cytolysin_operon_context,CP118058.1,99.027,2982,2982,1,2982,19024,22005,0.0,5248,analysis/virulence_adherence/blast_72/GCA_029011395.1.tsv,+
GCA_029011395.1,Reproductive,VFG045474|AAM75251|cylM|cytolysin_operon_context,CP118057.1,99.027,2982,2982,1,2982,1381542,1384523,0.0,5248,analysis/virulence_adherence/blast_72/GCA_029011395.1.tsv,+
GCA_029011535.1,Reproductive,VFG002164|WP_002395058|prgB/asc10|aggregation_substance_context,CP118073.1,95.662,3919,3918,1,3918,9856,13772,0.0,6291,analysis/virulence_adherence/blast_72/GCA_029011535.1.tsv,+
GCA_029011535.1,Reproductive,VFG002164|WP_002395058|prgB/asc10|aggregation_substance_context,CP118075.1,89.492,3940,3918,1,3918,41237,45154,0.0,5225,analysis/virulence_adherence/blast_72/GCA_029011535.1.tsv,+
GCA_029011535.1,Reproductive,VFG002165|WP_002356954|efaA|efaA,CP118072.1,99.569,927,927,1,927,1140933,1140007,0.0,1654,analysis/virulence_adherence/blast_72/GCA_029011535.1.tsv,-
GCA_029011535.1,Reproductive,VFG002165|WP_002356954|efaA|efaA,CP118072.1,68.237,828,927,81,890,2526767,2525958,5.000000000000001e-72,269,analysis/virulence_adherence/blast_72/GCA_029011535.1.tsv,-
GCA_029011535.1,Reproductive,VFG002166|WP_010714416|ace|ace,CP118072.1,96.837,1581,2025,1,1581,2011175,2009595,0.0,2626,analysis/virulence_adherence/blast_72/GCA_029011535.1.tsv,-
GCA_029011535.1,Reproductive,VFG002166|WP_010714416|ace|ace,CP118072.1,95.381,801,2025,1225,2025,2010092,2009292,0.0,1278,analysis/virulence_adherence/blast_72/GCA_029011535.1.tsv,-
GCA_029011535.1,Reproductive,VFG002166|WP_010714416|ace|ace,CP118072.1,92.157,357,2025,1366,1722,2010092,2009736,3.86e-147,518,analysis/virulence_adherence/blast_72/GCA_029011535.1.tsv,-
GCA_029011535.1,Reproductive,VFG002166|WP_010714416|ace|ace,CP118072.1,91.877,357,2025,1084,1440,2009951,2009595,1.64e-145,514,analysis/virulence_adherence/blast_72/GCA_029011535.1.tsv,-
GCA_029011535.1,Reproductive,VFG002166|WP_010714416|ace|ace,CP118072.1,91.204,216,2025,1084,1299,2009810,2009595,1.54e-82,305,analysis/virulence_adherence/blast_72/GCA_029011535.1.tsv,-
GCA_029011535.1,Reproductive,VFG002166|WP_010714416|ace|ace,CP118072.1,90.278,216,2025,1507,1722,2010092,2009877,7.97e-80,296,analysis/virulence_adherence/blast_72/GCA_029011535.1.tsv,-
GCA_029011535.1,Reproductive,VFG002166|WP_010714416|ace|ace,CP118072.1,90.789,76,2025,1647,1722,2010093,2010018,8e-23,106,analysis/virulence_adherence/blast_72/GCA_029011535.1.tsv,-
GCA_029011535.1,Reproductive,VFG002166|WP_010714416|ace|ace,CP118072.1,89.333,75,2025,1084,1158,2009669,2009595,3.4e-21,100,analysis/virulence_adherence/blast_72/GCA_029011535.1.tsv,-
GCA_029011535.1,Reproductive,VFG002171|WP_011109430|EF0149|aggregation_substance_context,CP118075.1,95.109,3905,3918,1,3900,41237,45136,0.0,6168,analysis/virulence_adherence/blast_72/GCA_029011535.1.tsv,+
GCA_029011535.1,Reproductive,VFG002171|WP_011109430|EF0149|aggregation_substance_context,CP118073.1,90.119,3866,3918,1,3855,9856,13703,0.0,5227,analysis/virulence_adherence/blast_72/GCA_029011535.1.tsv,+
GCA_029011535.1,Reproductive,VFG002172|WP_010710127|EF0485|aggregation_substance_context,CP118073.1,94.564,3918,3918,2,3918,9857,13772,0.0,6095,analysis/virulence_adherence/blast_72/GCA_029011535.1.tsv,+
GCA_029011535.1,Reproductive,VFG002172|WP_010710127|EF0485|aggregation_substance_context,CP118075.1,89.849,3852,3918,2,3834,41238,45076,0.0,5173,analysis/virulence_adherence/blast_72/GCA_029011535.1.tsv,+
GCA_029011535.1,Reproductive,VFG002173|WP_010785625|asa1|asa1_or_validated_equivalent,CP118073.1,95.984,2291,3891,1603,3891,11484,13772,0.0,3712,analysis/virulence_adherence/blast_72/GCA_029011535.1.tsv,+
GCA_029011535.1,Reproductive,VFG002173|WP_010785625|asa1|asa1_or_validated_equivalent,CP118073.1,93.863,831,3891,1,829,9856,10683,0.0,1260,analysis/virulence_adherence/blast_72/GCA_029011535.1.tsv,+
GCA_029011535.1,Reproductive,VFG002173|WP_010785625|asa1|asa1_or_validated_equivalent,CP118075.1,94.975,2209,3891,1603,3807,42872,45076,0.0,3478,analysis/virulence_adherence/blast_72/GCA_029011535.1.tsv,+
GCA_029011535.1,Reproductive,VFG002173|WP_010785625|asa1|asa1_or_validated_equivalent,CP118075.1,92.443,794,3891,1,794,41237,42030,0.0,1162,analysis/virulence_adherence/blast_72/GCA_029011535.1.tsv,+
GCA_029011535.1,Reproductive,VFG002174|WP_002369251|gelE|gelE,CP118072.1,98.956,1533,1533,1,1533,1296181,1297713,0.0,2693,analysis/virulence_adherence/blast_72/GCA_029011535.1.tsv,+
GCA_029011535.1,Reproductive,VFG002175|AAM75248|cylR1|cytolysin_operon_context,CP118074.1,98.246,285,285,1,285,18414,18130,7.0199999999999995e-140,492,analysis/virulence_adherence/blast_72/GCA_029011535.1.tsv,-
GCA_029011535.1,Reproductive,VFG002176|AAM75252|cylB|cytolysin_operon_context,CP118074.1,99.674,2145,2145,1,2145,22018,24162,0.0,3837,analysis/virulence_adherence/blast_72/GCA_029011535.1.tsv,+
GCA_029011535.1,Reproductive,VFG002177|AAM75253|cylA|cylA,CP118074.1,99.435,1239,1239,1,1239,24159,25397,0.0,2204,analysis/virulence_adherence/blast_72/GCA_029011535.1.tsv,+
GCA_029011535.1,Reproductive,VFG002178|AAM75254|cylI|cytolysin_operon_context,CP118074.1,99.797,984,984,1,984,25398,26380,0.0,1763,analysis/virulence_adherence/blast_72/GCA_029011535.1.tsv,+
GCA_029011535.1,Reproductive,VFG002191|WP_002369252|sprE|sprE,CP118072.1,98.48,855,855,1,855,1297762,1298616,0.0,1484,analysis/virulence_adherence/blast_72/GCA_029011535.1.tsv,+
GCA_029011535.1,Reproductive,VFG042976|WP_154081516|ebpA|ebpA,CP118072.1,99.913,3465,3465,1,3465,2021982,2018518,0.0,6236,analysis/virulence_adherence/blast_72/GCA_029011535.1.tsv,-
GCA_029011535.1,Reproductive,VFG042977|WP_002379309|ebpB|ebpB,CP118072.1,99.161,1431,1431,1,1431,2018514,2017084,0.0,2527,analysis/virulence_adherence/blast_72/GCA_029011535.1.tsv,-
GCA_029011535.1,Reproductive,VFG042978|WP_011109477|ebpC|ebpC,CP118072.1,98.992,1884,1878,1,1878,2017087,2015204,0.0,3314,analysis/virulence_adherence/blast_72/GCA_029011535.1.tsv,-
GCA_029011535.1,Reproductive,VFG045470|AAM75247|cylR2|cytolysin_operon_context,CP118074.1,99.502,201,201,1,201,18129,17929,7.13e-100,359,analysis/virulence_adherence/blast_72/GCA_029011535.1.tsv,-
GCA_029011535.1,Reproductive,VFG045472|AAM75249|cylL|cytolysin_operon_context,CP118074.1,100.0,207,207,1,207,18533,18739,9.590000000000001e-105,374,analysis/virulence_adherence/blast_72/GCA_029011535.1.tsv,+
GCA_029011535.1,Reproductive,VFG045472|AAM75249|cylL|cytolysin_operon_context,CP118074.1,88.095,84,207,15,98,18823,18906,2.12e-24,107,analysis/virulence_adherence/blast_72/GCA_029011535.1.tsv,+
GCA_029011535.1,Reproductive,VFG045473|AAM75250|cylS|cytolysin_operon_context,CP118074.1,100.0,192,192,1,192,18773,18964,1.22e-96,347,analysis/virulence_adherence/blast_72/GCA_029011535.1.tsv,+
GCA_029011535.1,Reproductive,VFG045473|AAM75250|cylS|cytolysin_operon_context,CP118074.1,88.095,84,192,51,134,18547,18630,1.95e-24,107,analysis/virulence_adherence/blast_72/GCA_029011535.1.tsv,+
GCA_029011535.1,Reproductive,VFG045474|AAM75251|cylM|cytolysin_operon_context,CP118074.1,99.027,2982,2982,1,2982,19025,22006,0.0,5248,analysis/virulence_adherence/blast_72/GCA_029011535.1.tsv,+
GCA_029011745.1,Reproductive,VFG002164|WP_002395058|prgB/asc10|aggregation_substance_context,CP118085.1,93.93,3921,3918,2,3918,390488,394379,0.0,6001,analysis/virulence_adherence/blast_72/GCA_029011745.1.tsv,+
GCA_029011745.1,Reproductive,VFG002164|WP_002395058|prgB/asc10|aggregation_substance_context,CP118085.1,94.457,2291,3918,1630,3918,1214785,1217073,0.0,3554,analysis/virulence_adherence/blast_72/GCA_029011745.1.tsv,+
GCA_029011745.1,Reproductive,VFG002164|WP_002395058|prgB/asc10|aggregation_substance_context,CP118085.1,91.707,832,3918,1,829,1213182,1214011,0.0,1181,analysis/virulence_adherence/blast_72/GCA_029011745.1.tsv,+
GCA_029011745.1,Reproductive,VFG002165|WP_002356954|efaA|efaA,CP118085.1,99.569,927,927,1,927,1052979,1052053,0.0,1654,analysis/virulence_adherence/blast_72/GCA_029011745.1.tsv,-
GCA_029011745.1,Reproductive,VFG002165|WP_002356954|efaA|efaA,CP118085.1,68.237,828,927,81,890,447716,448525,5.09e-72,269,analysis/virulence_adherence/blast_72/GCA_029011745.1.tsv,+
GCA_029011745.1,Reproductive,VFG002166|WP_010714416|ace|ace,CP118085.1,97.533,1581,2025,1,1581,2025654,2024074,0.0,2676,analysis/virulence_adherence/blast_72/GCA_029011745.1.tsv,-
GCA_029011745.1,Reproductive,VFG002166|WP_010714416|ace|ace,CP118085.1,93.758,801,2025,1225,2025,2024571,2023771,0.0,1220,analysis/virulence_adherence/blast_72/GCA_029011745.1.tsv,-
GCA_029011745.1,Reproductive,VFG002166|WP_010714416|ace|ace,CP118085.1,93.557,357,2025,1084,1440,2024430,2024074,1.2e-153,541,analysis/virulence_adherence/blast_72/GCA_029011745.1.tsv,-
GCA_029011745.1,Reproductive,VFG002166|WP_010714416|ace|ace,CP118085.1,89.356,357,2025,1366,1722,2024571,2024215,1.46e-133,473,analysis/virulence_adherence/blast_72/GCA_029011745.1.tsv,-
GCA_029011745.1,Reproductive,VFG002166|WP_010714416|ace|ace,CP118085.1,93.519,216,2025,1084,1299,2024289,2024074,1.3699999999999998e-89,327,analysis/virulence_adherence/blast_72/GCA_029011745.1.tsv,-
GCA_029011745.1,Reproductive,VFG002166|WP_010714416|ace|ace,CP118085.1,86.574,216,2025,1507,1722,2024571,2024356,5.84e-69,260,analysis/virulence_adherence/blast_72/GCA_029011745.1.tsv,-
GCA_029011745.1,Reproductive,VFG002166|WP_010714416|ace|ace,CP118085.1,90.667,75,2025,1084,1158,2024148,2024074,2.84e-22,104,analysis/virulence_adherence/blast_72/GCA_029011745.1.tsv,-
GCA_029011745.1,Reproductive,VFG002171|WP_011109430|EF0149|aggregation_substance_context,CP118085.1,87.594,3869,3918,2,3855,390488,394310,0.0,4801,analysis/virulence_adherence/blast_72/GCA_029011745.1.tsv,+
GCA_029011745.1,Reproductive,VFG002171|WP_011109430|EF0149|aggregation_substance_context,CP118085.1,95.901,2220,3918,1636,3855,1214785,1217004,0.0,3594,analysis/virulence_adherence/blast_72/GCA_029011745.1.tsv,+
GCA_029011745.1,Reproductive,VFG002171|WP_011109430|EF0149|aggregation_substance_context,CP118085.1,89.182,795,3918,1,794,1213182,1213976,0.0,1043,analysis/virulence_adherence/blast_72/GCA_029011745.1.tsv,+
GCA_029011745.1,Reproductive,VFG002172|WP_010710127|EF0485|aggregation_substance_context,CP118085.1,93.702,3922,3918,1,3918,390487,394379,0.0,5963,analysis/virulence_adherence/blast_72/GCA_029011745.1.tsv,+
GCA_029011745.1,Reproductive,VFG002172|WP_010710127|EF0485|aggregation_substance_context,CP118085.1,94.369,2291,3918,1630,3918,1214785,1217073,0.0,3545,analysis/virulence_adherence/blast_72/GCA_029011745.1.tsv,+
GCA_029011745.1,Reproductive,VFG002172|WP_010710127|EF0485|aggregation_substance_context,CP118085.1,89.29,831,3918,2,829,1213183,1214011,0.0,1089,analysis/virulence_adherence/blast_72/GCA_029011745.1.tsv,+
GCA_029011745.1,Reproductive,VFG002173|WP_010785625|asa1|asa1_or_validated_equivalent,CP118085.1,96.557,3892,3891,1,3891,1213182,1217073,0.0,6412,analysis/virulence_adherence/blast_72/GCA_029011745.1.tsv,+
GCA_029011745.1,Reproductive,VFG002173|WP_010785625|asa1|asa1_or_validated_equivalent,CP118085.1,94.151,2291,3891,1603,3891,392091,394379,0.0,3523,analysis/virulence_adherence/blast_72/GCA_029011745.1.tsv,+
GCA_029011745.1,Reproductive,VFG002173|WP_010785625|asa1|asa1_or_validated_equivalent,CP118085.1,85.954,833,3891,2,829,390488,391290,0.0,980,analysis/virulence_adherence/blast_72/GCA_029011745.1.tsv,+
GCA_029011745.1,Reproductive,VFG002174|WP_002369251|gelE|gelE,CP118085.1,98.826,1533,1533,1,1533,1371894,1373426,0.0,2684,analysis/virulence_adherence/blast_72/GCA_029011745.1.tsv,+
GCA_029011745.1,Reproductive,VFG002175|AAM75248|cylR1|cytolysin_operon_context,CP118085.1,99.649,285,285,1,285,1316060,1315776,2.66e-145,510,analysis/virulence_adherence/blast_72/GCA_029011745.1.tsv,-
GCA_029011745.1,Reproductive,VFG002176|AAM75252|cylB|cytolysin_operon_context,CP118085.1,99.114,2145,2145,1,2145,1319664,1321808,0.0,3783,analysis/virulence_adherence/blast_72/GCA_029011745.1.tsv,+
GCA_029011745.1,Reproductive,VFG002177|AAM75253|cylA|cylA,CP118085.1,98.789,1239,1239,1,1239,1321805,1323043,0.0,2168,analysis/virulence_adherence/blast_72/GCA_029011745.1.tsv,+
GCA_029011745.1,Reproductive,VFG002178|AAM75254|cylI|cytolysin_operon_context,CP118085.1,97.764,984,984,1,984,1323044,1324027,0.0,1676,analysis/virulence_adherence/blast_72/GCA_029011745.1.tsv,+
GCA_029011745.1,Reproductive,VFG002191|WP_002369252|sprE|sprE,CP118085.1,98.246,855,855,1,855,1373475,1374329,0.0,1475,analysis/virulence_adherence/blast_72/GCA_029011745.1.tsv,+
GCA_029011745.1,Reproductive,VFG042976|WP_154081516|ebpA|ebpA,CP118085.1,99.423,3465,3465,1,3465,2036657,2033194,0.0,6156,analysis/virulence_adherence/blast_72/GCA_029011745.1.tsv,-
GCA_029011745.1,Reproductive,VFG042977|WP_002379309|ebpB|ebpB,CP118085.1,99.651,1431,1431,1,1431,2033190,2031761,0.0,2555,analysis/virulence_adherence/blast_72/GCA_029011745.1.tsv,-
GCA_029011745.1,Reproductive,VFG042978|WP_011109477|ebpC|ebpC,CP118085.1,99.045,1884,1878,1,1878,2031764,2029881,0.0,3318,analysis/virulence_adherence/blast_72/GCA_029011745.1.tsv,-
GCA_029011745.1,Reproductive,VFG045470|AAM75247|cylR2|cytolysin_operon_context,CP118085.1,97.512,201,201,1,201,1315775,1315576,2.37e-93,337,analysis/virulence_adherence/blast_72/GCA_029011745.1.tsv,-
GCA_029011745.1,Reproductive,VFG045472|AAM75249|cylL|cytolysin_operon_context,CP118085.1,99.517,207,207,1,207,1316179,1316385,4.15e-103,370,analysis/virulence_adherence/blast_72/GCA_029011745.1.tsv,+
